,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
31957,"""Five A Day""",Exempt,nan,nan,nan,2014-03-04,,
31958,1847 Chocolates,5,0,0,5,2014-09-29,,
31959,A J Ward Butchers Limited,5,5,5,0,2014-09-10,52.531123,1.481805
31960,A Taste Of Raj,5,5,5,5,2013-06-13,52.402751,1.300338
31961,Abbey Hall,Exempt,nan,nan,nan,2012-11-19,52.570816,1.109848
31962,Abbeygate Garages Ltd,3,10,10,10,2014-05-07,52.575218,1.123697
31963,ABC Food Law Ltd,5,0,0,0,2014-07-14,52.62383,1.224519
31964,Adnams Wine Cellar & Kitchen Store,Exempt,nan,nan,nan,2013-07-03,52.402973,1.300119
31965,Adrian Clarke Catering Ltd,5,5,5,5,2014-06-30,,
31966,Adrians Fish Box,5,5,5,5,2013-09-30,,
31967,Ahh Cakes,4,5,5,10,2013-05-14,,
31968,Ahmed Spice,4,10,5,5,2013-08-07,52.573644,1.110388
31969,AK Catering,5,5,5,5,2013-04-03,,
31970,Alburgh Lamb,Exempt,nan,nan,nan,2013-07-20,,
31971,Alburgh Village Hall,Exempt,nan,nan,nan,2014-03-11,52.441782,1.327349
31972,Alburgh With Denton Pre School Nursery,4,5,5,10,2013-10-01,52.432728,1.340616
31973,Aldeby Farm Shop,5,5,5,5,2014-09-30,52.493547,1.609467
31974,Aldeby Quiet Country Retreat,5,5,5,5,2012-08-02,52.48387,1.60561
31975,Aldi Stores Limited,5,0,0,0,2014-12-19,52.375184,1.108788
31976,All Hallows Hospital,5,5,5,5,2015-01-26,52.46636,1.446366
31977,Alliance Pharmacy,Exempt,nan,nan,nan,2013-10-07,52.579484,0.984535
31978,Alpington & Bergh Apton School,4,5,0,10,2012-11-08,52.566394,1.382448
31979,Alpington & Yelverton Village Hall,Exempt,nan,nan,nan,2012-09-03,52.567599,1.383072
31980,Alta Lekka,4,5,5,10,2012-05-15,,
31981,Amandines,5,5,5,5,2014-06-05,52.377482,1.107583
31982,Anderson Catering,5,5,5,5,2014-10-07,,
31983,Andrew Wallen,4,5,5,10,2012-07-16,,
31984,Angel Cafe,5,5,5,5,2014-06-13,52.37344,1.101245
31985,Anglia Co-op Local,5,5,5,5,2013-06-12,52.535627,1.481867
31986,Anglia Regional Co- Operative Society,5,0,0,0,2013-04-23,52.555637,1.229605
31987,Animal Inns Ltd,5,5,5,5,2014-06-02,52.571183,1.295932
31988,Ann Hastings-Payne,5,5,5,5,2014-07-21,,
31989,Apollo Club,5,5,5,5,2013-10-22,52.399026,1.302309
31990,Applebee Orchard & Apiary,Exempt,nan,nan,nan,2014-04-08,52.587957,1.397341
31991,Arapoglu Home Made Cakes,3,10,5,10,2012-11-19,,
31992,Arminghall Catering,4,5,5,10,2014-06-11,52.606911,1.330142
31993,Ashby And Thurton Sports Club,Exempt,nan,nan,nan,2012-05-22,52.557834,1.432951
31994,Ashwellthorpe Village Hall,Exempt,nan,nan,nan,2014-09-19,52.534218,1.156179
31995,Auntie's Tea Cosy,4,5,5,10,2012-12-11,,
31996,Austhorpe House Nursing Home,5,0,0,5,2014-06-11,52.50149,1.150148
31997,Autograph The Food People,5,5,0,0,2014-05-07,52.578076,1.137349
31998,Avalon Farm Bed And Breakfast,5,5,5,5,2013-07-19,52.549113,1.094843
31999,"Avenue Fish, Chicken & Pizza Place",5,5,5,5,2014-10-10,52.647181,1.217425
32000,Aviform Ltd,Exempt,nan,nan,nan,2013-09-26,52.485408,1.220654
32001,Avocet House,Exempt,nan,nan,nan,2014-01-13,,
32002,Awesome Sandwich,4,5,5,10,2014-05-20,,
32003,Aylin's Cafe And Restaurant,5,5,5,5,2014-02-14,52.488959,1.234865
32004,Ayton House Ltd,5,5,5,5,2014-05-27,52.568336,1.119326
32005,Ayton Road Snack Van,5,5,5,5,2015-01-28,,
32006,B W Drewery Ltd T/a Hingham Butchers,5,0,5,5,2014-05-30,52.579484,0.984535
32007,Babas Burgers & Pizzas,4,10,5,5,2013-05-07,52.573644,1.110388
32008,Baileys Fish And Chips,5,5,5,5,2014-10-24,52.379526,1.106139
32009,Baked By Matt,4,10,0,0,2014-09-11,,
32010,Baker Cake,5,5,5,5,2014-04-29,52.384278,1.053561
32011,Bakewell Caterers,Exempt,nan,nan,nan,2013-08-16,52.375927,1.10549
32012,Bakewell Catering,5,5,5,5,2014-10-29,,
32013,Banyards Hall Turkeys,AwaitingInspection,nan,nan,nan,,,
32014,Bap To Go Go,5,5,5,5,2013-11-25,52.481235,1.230513
32015,Barchester Healthcare At Hethersett Hall,5,5,5,0,2013-04-15,52.598013,1.185874
32016,Barker's Butchers,5,0,0,0,2014-05-14,52.373161,1.111834
32017,Barn Lodge Bed And Breakfast,4,5,5,10,2013-07-22,52.514769,1.247376
32018,Barnham Broom Country Club,2,15,5,5,2014-01-09,52.637853,1.085408
32019,Barnham Broom Post Office,5,5,5,5,2012-11-05,52.624152,1.070346
32020,Barnham Broom Primary School,5,0,0,5,2014-02-10,52.623909,1.080407
32021,Barnham Broom Village Hall,Exempt,nan,nan,nan,2012-05-28,52.623909,1.080407
32022,Barrons Fish And Chips,5,0,0,5,2014-02-13,52.647927,1.233937
32023,Bawburgh County Primary School,5,5,0,0,2013-09-24,52.632207,1.188492
32024,Bawburgh Village Hall,Exempt,nan,nan,nan,2011-12-06,52.63026,1.185675
32025,Beauchamp Arms,5,5,5,5,2014-07-15,52.586744,1.467979
32026,Beauchamp House For The Elderly,5,5,5,5,2014-10-28,52.543908,1.480723
32027,Bed & Beakfast,4,5,5,10,2012-10-22,52.640781,1.107214
32028,Bed & Breakfast At White House,5,5,5,5,2014-04-17,52.385192,1.042542
32029,Belsey Bridge Conference Centre,5,5,0,0,2012-12-18,52.478743,1.436846
32030,Bergh Apton Village Hall,Exempt,nan,nan,nan,2014-01-20,52.560439,1.405675
32031,Berties BBQ,5,5,5,5,2012-10-17,52.567433,1.119837
32032,Beverley Thurston,4,5,5,10,2014-03-14,,
32033,Bidders Bistro,5,0,0,5,2013-02-14,52.377598,1.104887
32034,Big Fry Fish And Chips,4,10,5,5,2013-09-03,52.57033,1.11157
32035,Big Skies Food Company,5,5,5,5,2014-08-27,,
32036,Bird In Hand,5,5,5,5,2014-09-03,52.540779,1.19354
32037,Blooms Of Bressingham Garden Centre Rest,5,5,0,0,2013-11-27,52.384638,1.05704
32038,Blossoms And Buttercups,4,5,5,10,2012-07-26,,
32039,Bobbins Bros,3,10,10,10,2013-05-07,52.575435,1.24724
32040,Bon Appetit,5,0,0,5,2013-02-21,,
32041,Bond Street Greengrocer,5,5,5,5,2013-10-14,52.580472,0.983525
32042,Bootiful Beef,Exempt,nan,nan,nan,2014-02-19,,
32043,Boots Alliance Pharmacy,Exempt,nan,nan,nan,2012-11-27,52.572188,1.121636
32044,Boots Chemist,Exempt,nan,nan,nan,2012-12-03,52.533612,1.48156
32045,Boots Pharmacy,Exempt,nan,nan,nan,2013-07-18,52.600947,1.175762
32046,Boots The Chemist,Exempt,nan,nan,nan,2013-01-04,52.402207,1.29918
32047,Boots The Chemist,Exempt,nan,nan,nan,2013-07-17,52.55928,1.235171
32048,Boots UK,Exempt,nan,nan,nan,2012-11-01,52.376347,1.108693
32049,Boots UK Limited,Exempt,nan,nan,nan,2013-04-15,52.65344,1.180485
32050,Bossy Boots Shops Ltd,5,5,5,5,2015-01-12,52.420457,1.251116
32051,Bouncing Beans Day Nursery,5,0,5,5,2014-02-07,52.578096,1.130146
32052,Bqzeen Ltd,5,5,5,5,2013-02-04,,
32053,Bracon Ash Village Hall,Exempt,nan,nan,nan,2012-11-19,52.554364,1.219242
32054,Bramerton Village Hall,Exempt,nan,nan,nan,2013-05-08,52.599621,1.386397
32055,Brasteds,5,0,5,5,2013-11-14,52.585958,1.349181
32056,Brasted's At Langley Abbey Estates,5,5,5,0,2014-06-16,52.574253,1.479556
32057,Break Charity,5,5,5,5,2013-04-26,52.491024,1.22905
32058,Break Charity,4,5,5,10,2013-04-26,52.491024,1.22905
32059,Bressingham Hall B + B,5,5,5,5,2012-06-21,52.384278,1.053561
32060,Bressingham Village Hall,Exempt,nan,nan,nan,2013-05-14,52.391355,1.060562
32061,Bressingham Village Stores,5,5,5,5,2014-06-05,52.391355,1.060562
32062,Bridge Stores,5,5,5,5,2014-10-02,52.536634,1.480369
32063,Brockdish Village Hall,Exempt,nan,nan,nan,2012-11-06,52.370375,1.25099
32064,Brooke & District Cricket Club,4,5,5,10,2013-07-31,52.540251,1.370376
32065,Brooke Post Office Stores,Exempt,nan,nan,nan,2013-01-07,52.542666,1.368009
32066,Brooke VC Primary School,5,5,5,5,2014-09-02,52.540653,1.368577
32067,Broome Village Hall,Exempt,nan,nan,nan,2012-07-30,52.472824,1.458463
32068,Brown Sugar Coffee Bar,5,5,5,5,2014-11-26,52.4876,1.234574
32069,Brunch' With Big Skies Food Company,5,5,5,5,2013-12-05,52.377482,1.107583
32070,Buckenham Farms,4,5,5,10,2013-08-22,,
32071,Buckle's Bakes,4,5,5,10,2013-11-13,,
32072,Budgens Ltd,5,5,5,0,2014-05-12,52.403128,1.299704
32073,Budgens Stores,5,5,0,0,2012-12-12,52.570088,1.343616
32074,Bungay & District Sports Association Ltd,Exempt,nan,nan,nan,2014-03-25,52.461793,1.452782
32075,Bungay House Ltd,5,0,5,5,2013-06-20,52.467036,1.452162
32076,Bunwell Primary School,5,0,5,5,2014-09-15,52.490543,1.127516
32077,Bunwell Vilage Stores,5,5,5,5,2012-09-18,52.501594,1.11772
32078,Bunwell Village Hall,Exempt,nan,nan,nan,2013-03-22,52.493867,1.1392
32079,Bunwell Wood Game,Exempt,nan,nan,nan,2012-02-20,,
32080,Burger King,5,0,0,0,2014-01-07,52.604092,1.219138
32081,Burger Stall And Ice Cream Kiosk At Arminghall Car Boot Sale,4,5,5,10,2014-05-14,52.606911,1.330142
32082,Burgh St Peter Village Hall,Exempt,nan,nan,nan,2014-08-08,52.483506,1.634501
32083,Busy Bees,5,0,0,0,2013-03-25,52.619517,1.222384
32084,Busy Bees Playgroup,Exempt,nan,nan,nan,2014-01-08,52.570057,1.117868
32085,Butterley House,5,5,5,5,2014-02-14,,
32086,Bye-Ways Lodge Bed & Breakfast,5,5,5,5,2013-10-08,52.599345,1.170432
32087,C & K Meats,4,5,5,10,2013-08-09,52.382646,1.079021
32088,C L Calton-Moore,5,5,5,5,2013-10-07,,
32089,C Y Webakecakes,5,5,5,5,2014-04-28,,
32090,Cafe Culture,4,10,5,5,2015-01-05,52.376347,1.108693
32091,Cake Face,5,5,5,5,2014-02-28,,
32092,Cake Girl Norwich,5,5,5,5,2013-10-15,,
32093,Caluno,5,5,5,5,2012-10-15,,
32094,Calver Catering Ltd At Saxon House,5,5,5,5,2013-04-22,52.532567,1.479486
32095,Cannells Butchers,5,0,0,0,2014-10-21,52.375184,1.108788
32096,Caring Homes Ltd,4,10,5,5,2014-04-09,52.570284,1.381035
32097,Carleton Rode Primary School,5,0,5,5,2014-09-15,52.488559,1.11413
32098,Carleton Rode Village Hall,Exempt,nan,nan,nan,2013-01-28,52.496615,1.093304
32099,Caroline's Magical Ice Cream Machine,5,5,5,5,2013-04-25,,
32100,Casa Castellon,3,10,10,10,2013-03-01,52.489029,1.238554
32101,Casitor Hall Hotel Ltd,5,5,5,5,2014-06-11,52.586189,1.294829
32102,Cavell Orchards,5,5,5,5,2014-10-07,,
