,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
343913,7 Day Catering Ltd.; Sainsburys,5,5,0,0,2010-03-10,52.402,-1.820711
343914,7 Day Catering Ltd.; Sainsburys,5,5,5,5,2011-10-06,52.414396,-1.777686
343915,7 Downing Close,5,5,5,5,2011-02-27,52.379808,-1.744776
343916,8 Downing Close,5,0,0,0,2011-02-27,52.379808,-1.744776
343917,99p Stores,3,10,10,10,2014-06-03,52.480341,-1.739263
343918,A1 Bakehouse,5,5,5,5,2011-09-05,,
343919,Aani News & Wine,AwaitingInspection,nan,nan,nan,,52.423905,-1.77133
343920,Abbeyfield,5,0,0,0,2014-12-02,,
343921,Abbeyfield Society,5,5,5,5,2011-08-12,52.418368,-1.78643
343922,Abbeyfield Society,5,5,5,5,2011-08-12,52.418368,-1.78643
343923,Accent Catering,5,5,0,0,2014-05-07,52.416838,-1.780556
343924,Accord Housing,4,5,10,5,2014-05-01,52.506037,-1.771214
343925,Ace Childcare; Our Lady of Compassion R. C. School,3,5,10,10,2013-06-12,52.431151,-1.812254
343926,Acers Bed and breakfast,4,0,5,10,2011-02-27,52.42503,-1.786692
343927,Achill Guest House,5,0,0,5,2009-12-17,52.392087,-1.735815
343928,Active Angels Day Nursery,5,0,0,0,2014-02-17,52.39246,-1.825937
343929,Adaptive Catering,5,5,0,0,2011-09-02,,
343930,Aetco,AwaitingInspection,nan,nan,nan,,,
343931,Afrique,AwaitingInspection,nan,nan,nan,,52.479343,-1.739254
343932,Agrabad Tandoori,3,10,10,10,2014-02-25,52.447757,-1.776989
343933,Air Restaurant,5,5,0,0,2012-04-19,52.453266,-1.717158
343934,Air Restaurant; LG Arena,5,0,0,0,2012-04-19,52.453266,-1.717158
343935,AJ's Classic Cakes,AwaitingInspection,nan,nan,nan,,,
343936,Akamba Nurseries,3,10,5,10,2014-03-04,52.390307,-1.848413
343937,Al basha,0,15,20,20,2013-10-21,52.442108,-1.811089
343938,Alan Warwick Butchers,3,5,10,10,2013-11-13,52.494209,-1.750419
343939,Alderbrook School,5,5,0,0,2012-07-05,52.406188,-1.797322
343940,Aldi Stores Ltd,5,5,5,5,2011-06-27,52.410298,-1.826749
343941,Aldi Stores Ltd,5,5,0,0,2013-11-12,52.500127,-1.760034
343942,Alexandra Court,5,5,0,0,2014-06-27,52.442725,-1.809248
343943,Alexandra House,5,5,0,0,2014-06-27,52.442725,-1.809248
343944,All Bar One,5,5,0,5,2014-04-28,52.451294,-1.731076
343945,All Bar One - Landside T1,5,5,5,5,2014-10-14,52.447314,-1.736265
343946,Allergy Free Cakes,5,0,0,5,2011-06-03,,
343947,Alpha LSG Ltd- B'ham North Staff Canteen,4,10,5,5,2010-04-13,52.447392,-1.75186
343948,Andy Easter Catering (Solihull Indoor Bowls Club),AwaitingInspection,nan,nan,nan,,52.400291,-1.797878
343949,Anthony's B&B,5,0,0,5,2010-11-02,52.417787,-1.764613
343950,Any Occasion Cakes,5,5,5,5,2014-09-04,,
343951,Appletreewick Bed and Breakfast,4,5,5,10,2011-02-27,52.42787,-1.807106
343952,Apres,4,5,10,5,2014-03-28,52.414534,-1.779332
343953,Arbor Way Convenience Store,5,5,5,5,2011-01-26,52.47677,-1.734278
343954,Arden Academy,5,5,5,5,2014-02-13,52.38354,-1.741273
343955,Arden Brickworks - Staff restaurant,3,10,10,10,2014-09-04,52.444685,-1.696984
343956,Arden Forest Cricket Club,4,5,5,10,2010-07-28,52.423194,-1.753305
343957,Arden Hotel & Leisure Club Ltd,5,5,5,5,2014-06-05,52.445391,-1.721167
343958,Arden House Hotel,4,5,5,10,2011-10-14,52.469571,-1.739268
343959,Ardenlea Court,5,5,5,0,2014-02-19,52.419231,-1.776486
343960,Ardenlea Grove,5,5,5,0,2014-02-19,52.416932,-1.777703
343961,Arran Way Chip Shop,1,10,10,20,2014-03-13,52.500964,-1.74331
343962,ASDA,5,5,5,5,2012-11-21,52.479328,-1.740888
343963,Asda,AwaitingInspection,nan,nan,nan,,52.408615,-1.83856
343964,Asda Stores Limited,4,10,0,5,2014-08-20,,
343965,Ashiana,3,10,5,10,2014-05-12,52.40622,-1.823266
343966,Ask Italian,5,5,5,0,2013-01-15,52.412413,-1.779402
343967,Aspens Services ltd,5,5,5,5,2014-02-26,52.474678,-1.752458
343968,Aspire cakes,5,0,0,0,2013-05-09,52.383407,-1.83874
343969,Aspire Lounges Servisair Airside,5,5,0,5,2014-06-18,52.451294,-1.731076
343970,auckland education centre; bosworth wood centre,4,0,0,10,2013-02-12,52.507688,-1.751772
343971,Avenance - Orange,5,5,0,5,2012-09-05,52.467337,-1.721793
343972,Avenue Bowling Club,5,5,5,5,2009-01-06,52.401168,-1.753119
343973,Ayshea's Ices,AwaitingInspection,nan,nan,nan,,52.429906,-1.769093
343974,B & B,5,0,5,0,2011-02-27,52.432448,-1.692994
343975,B & B,4,5,5,10,2011-02-27,52.44267,-1.718285
343976,B & B,4,5,5,10,2011-02-27,52.437137,-1.724528
343977,B & B,4,5,5,10,2011-02-27,52.44267,-1.718285
343978,B & B,5,5,5,5,2012-01-04,52.396574,-1.6263
343979,B & B Glen Lyon,5,5,5,5,2010-06-21,52.432589,-1.702641
343980,B&B,4,5,5,10,2011-02-27,52.431137,-1.697238
343981,B&B,4,5,5,10,2011-02-27,52.409705,-1.764479
343982,B&B,5,0,0,0,2011-02-27,52.392534,-1.645526
343983,Bacons End Daycentre,5,5,0,0,2010-03-19,52.488955,-1.740228
343984,Bakes,AwaitingInspection,nan,nan,nan,,52.395389,-1.824456
343985,Balsall Common Primary School,5,5,0,5,2012-10-05,52.384556,-1.650218
343986,Balti Gardens,3,10,10,10,2014-02-26,52.503124,-1.771155
343987,Banbury Club,1,5,10,20,2011-12-07,52.479328,-1.740888
343988,Bangla Lounge,4,5,10,5,2013-02-20,52.37833,-1.815357
343989,Bannatynes Health Club,3,10,10,10,2014-01-20,52.395399,-1.777003
343990,Barnmoor B&B,3,5,10,10,2011-02-27,52.425572,-1.793174
343991,Barretts Butchers & Deli,1,15,10,20,2014-05-21,52.467334,-1.752808
343992,Baxterstorey,5,0,5,0,2010-10-14,52.412764,-1.784854
343993,BaxterStorey,5,5,0,0,2010-09-06,52.375668,-1.798358
343994,BaxterStorey,5,0,0,0,2014-03-28,52.376534,-1.79474
343995,BaxterStorey,5,5,0,0,2012-05-02,52.374128,-1.796852
343996,BaxterStorey Ltd @ Beiersdorf Uk Ltd,5,5,0,0,2012-07-09,52.468625,-1.718738
343997,Baxterstorey Ltd.; The Environment Agency Sapphire East,5,5,0,0,2013-08-30,52.418293,-1.80009
343998,BB's,4,10,0,5,2012-11-16,52.412413,-1.779402
343999,Bear Inn,4,10,5,5,2014-03-24,52.405923,-1.637643
344000,Bed & Breakfast,5,5,0,5,2014-05-16,52.430785,-1.69652
344001,Bed and Breakfast,5,5,5,5,2013-01-16,52.439574,-1.724851
344002,Bed And Breakfast,4,5,5,10,2011-02-27,52.391121,-1.726078
344003,Bedazzled Desserts,4,5,5,10,2010-09-02,,
344004,Beechwood Childcare Ltd,5,5,0,0,2012-07-11,52.439534,-1.645576
344005,Beechwood Childcare Ltd,5,0,0,0,2014-02-24,52.48069,-1.726671
344006,Beechwood Childcare@ Haslucks Green Junior School,5,0,0,0,2014-03-04,52.412276,-1.833357
344007,Bella Italia,5,5,0,0,2015-01-06,52.412413,-1.779402
344008,Bella Venezia,1,5,10,20,2013-07-30,52.389443,-1.735449
344009,Bentley Heath C Of E Primary School,5,5,0,0,2011-04-07,52.385725,-1.758274
344010,Bentley Heath Country Market Caterer,5,0,0,0,2013-07-22,,
344011,Bentley Heath Country Market Caterer,5,0,5,5,2013-02-06,,
344012,Bentley Heath Country Market Caterer,5,0,0,0,2013-07-10,,
344013,Berkswell & Balsall R F C,5,5,0,5,2011-03-30,52.361056,-1.656542
344014,Berkswell C Of E Primary School,5,0,5,0,2012-11-06,52.409397,-1.641731
344015,Berkswell Pre School,5,0,5,5,2013-06-06,52.410839,-1.639881
344016,Berkswell Village Stores,5,5,5,5,2011-02-27,52.409397,-1.641731
344017,Berryfields Farm,4,5,5,10,2014-04-22,52.430046,-1.641137
344018,BHS,5,0,0,5,2014-06-09,52.412981,-1.775576
344019,Bibury House,5,5,5,5,2010-02-17,52.41633,-1.676506
344020,Big Johns,2,10,15,10,2014-03-14,52.4092,-1.826327
344021,Big Johns,5,5,5,5,2014-02-24,,
344022,Bilash Indian Cuisine,4,5,5,10,2014-03-26,52.389443,-1.735449
344023,Billy Bears Nursery,4,5,5,10,2014-12-02,52.393749,-1.81037
344024,Birmingham Exiles RFC,1,5,5,20,2013-07-10,52.443101,-1.750163
344025,Bishop Wilson C Of E Junior & Infant School; School Breakfast Club,5,5,5,5,2009-06-12,52.480788,-1.734136
344026,Bishop Wilson C Of E Primary School,4,10,0,0,2012-03-28,52.480788,-1.734136
344027,Black Boy,4,5,10,5,2014-02-10,52.372677,-1.71638
344028,Black Firs Guest House - B & B,4,5,5,10,2011-02-27,52.469308,-1.730437
344029,Black Sugar Bakes,AwaitingInspection,nan,nan,nan,,,
344030,Blanning Day Centre,5,0,0,0,2014-07-21,52.377276,-1.759157
344031,Blossomfield Club,5,5,5,5,2014-05-01,52.399149,-1.792401
344032,Blossomfield Infant School,5,0,0,0,2012-01-11,52.411243,-1.815661
344033,Blossoms pre-school,4,5,10,5,2014-08-28,52.382719,-1.835172
344034,Blue Giraffe (Knowle) Limited,4,10,5,5,2014-11-25,52.38666,-1.733114
344035,Bluewood Fish Bar,1,15,5,20,2015-01-13,52.479722,-1.7524
344036,Bob Willock Butcher,4,10,5,5,2014-05-02,52.403576,-1.810798
344037,Bonham 1793 Ltd Auctioneers,5,5,5,5,2014-05-01,52.386969,-1.734773
344038,Bonita's Cake Creations,5,0,0,5,2013-03-07,,
344039,Bonjava Limited,4,5,5,10,2014-10-10,52.372786,-1.753042
344040,Boots The Chemist,5,5,0,0,2011-04-05,52.400986,-1.816321
344041,Boots The Chemist,5,0,5,5,2011-02-27,52.451083,-1.733255
344042,Boots The Chemist - T1 Airside,5,5,5,5,2010-08-11,52.447314,-1.736265
344043,Boots The Chemist - T1 Landside,5,5,5,5,2010-08-11,52.447314,-1.736265
344044,Bosworth News,1,15,15,20,2013-11-08,52.479722,-1.7524
344045,Bosworth Stores Limited,1,15,10,20,2013-11-08,52.479722,-1.7524
344046,Boulangerie Caterers Limited,5,0,0,5,2011-01-28,,
344047,Boulevard Chinese Takeaway,5,5,5,5,2014-03-05,52.396817,-1.811826
344048,Box Trees Farm - Boxtrees Farm Guest House,5,5,5,5,2011-02-27,52.365156,-1.781884
344049,BP Solihull,5,0,0,0,2014-04-23,52.404762,-1.822302
344050,BP Solihull Lodge (Euro Garage),4,10,5,5,2013-10-11,52.405786,-1.861898
