,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
417938,@ bar,Pass,nan,nan,nan,2014-04-24,56.711559,-2.468926
417939,1 2 3 Chinese Take Away,Pass,nan,nan,nan,2013-09-30,56.559339,-2.590656
417940,10,Pass,nan,nan,nan,2014-08-04,56.644842,-2.888037
417941,123 takeaway,Pass,nan,nan,nan,2013-12-16,56.645481,-2.88166
417942,1st Stop 2 Shop,Improvement Required,nan,nan,nan,2013-10-07,56.668313,-3.004538
417943,1st stop 2 shop,Improvement Required,nan,nan,nan,2015-01-09,56.682448,-3.004131
417944,1st Stop 2 Shop,Pass,nan,nan,nan,2013-11-06,56.642723,-2.875203
417945,5 'n' 1,Pass,nan,nan,nan,2013-07-11,56.646798,-2.888458
417946,88,Pass,nan,nan,nan,2014-07-23,56.673238,-3.004375
417947,88,Pass,nan,nan,nan,2014-06-20,56.643625,-2.889933
417948,A & S Baker,Pass,nan,nan,nan,2013-08-29,56.645191,-2.883186
417949,A Cup Above,Pass,nan,nan,nan,2014-10-14,56.710985,-2.468755
417950,A G's Coffee House,Improvement Required,nan,nan,nan,2013-04-11,56.490626,-2.835205
417951,Abbey Bowling Club,Pass,nan,nan,nan,2013-10-29,56.562936,-2.580309
417952,Abbey House Care Home,Pass,nan,nan,nan,2013-11-07,56.702334,-2.994682
417953,Abbey Inn,Pass,nan,nan,nan,2010-06-21,56.560347,-2.578681
417954,Abbey Playgroup,Pass,nan,nan,nan,2013-07-16,56.560792,-2.581219
417955,Abbey Theatre,Pass,nan,nan,nan,2010-11-17,56.561518,-2.580081
417956,Abbie Childminding,Awaiting Inspection,nan,nan,nan,2014-02-17,56.566049,-2.565685
417957,Aberfeldy Oatmeal,Pass,nan,nan,nan,2014-07-03,56.569188,-2.731985
417958,Aberlemno Primary School,Pass,nan,nan,nan,2010-02-08,56.693426,-2.779769
417959,Aboukir Hotel,Pass,nan,nan,nan,2013-12-10,56.501503,-2.705192
417960,Adils Community Store,Improvement Required,nan,nan,nan,2011-11-03,56.49725,-3.068168
417961,Age Concern,Awaiting Inspection,nan,nan,nan,2011-12-15,56.673216,-3.004831
417962,Airlie Primary School,Pass,nan,nan,nan,2010-10-20,56.638198,-3.116236
417963,al cappuccino,Pass,nan,nan,nan,2014-11-26,56.591859,-2.725063
417964,Al Madina,Pass,nan,nan,nan,2014-10-20,56.628149,-2.76949
417965,Alba Catering Company,Pass,nan,nan,nan,2014-09-26,56.523736,-3.088859
417966,Albert Bar,Awaiting Inspection,nan,nan,nan,2006-12-20,56.712682,-2.466686
417967,Aldi Store,Pass,nan,nan,nan,2010-04-06,56.644105,-2.895651
417968,Alexanders Bakery,Pass,nan,nan,nan,2014-06-17,56.572277,-2.607214
417969,Alexanders the Bakers,Pass,nan,nan,nan,2013-07-03,56.558748,-2.607013
417970,Ali's Newsagent,Pass,nan,nan,nan,2011-04-11,56.646804,-2.888882
417971,Alison James,Pass,nan,nan,nan,2013-06-25,56.506645,-3.091212
417972,Amore Mio,Pass,nan,nan,nan,2014-11-26,56.481826,-2.818288
417973,Anchor Bar,Pass,nan,nan,nan,2011-03-04,56.70592,-2.465949
417974,Anchor Bar,Pass,nan,nan,nan,2011-02-02,56.558049,-2.588016
417975,Andover Primary School,Pass,nan,nan,nan,2014-12-10,56.729956,-2.642572
417976,Angus Community Meals,Awaiting Inspection,nan,nan,nan,2014-04-21,,
417977,Angus Foodbank,Pass,nan,nan,nan,2013-05-13,56.673266,-3.003103
417978,Angus Foodbank,Pass,nan,nan,nan,2013-05-20,56.733275,-2.659022
417979,Angus NHS Trust,Pass,nan,nan,nan,2014-12-15,56.732973,-2.653166
417980,Ann Davidson Butchers,Pass,nan,nan,nan,2014-05-22,56.418875,-3.399796
417981,Antiquary House,Pass,nan,nan,nan,2014-02-19,56.553377,-2.613922
417982,Arbirlot Playgroup,Pass,nan,nan,nan,2011-04-26,56.548879,-2.670826
417983,Arbirlot Primary,Pass,nan,nan,nan,2011-03-16,56.548879,-2.670826
417984,Arbroath Academy,Pass,nan,nan,nan,2014-12-10,56.569483,-2.573124
417985,Arbroath Artisan Golf Club,Pass,nan,nan,nan,2014-07-28,56.545097,-2.620538
417986,Arbroath Bowling Club,Pass,nan,nan,nan,2014-04-17,56.557383,-2.590108
417987,Arbroath Child & Family Centre,Pass,nan,nan,nan,2014-10-15,56.556776,-2.587232
417988,Arbroath Fisheries Ltd,Pass,nan,nan,nan,2014-03-18,56.556755,-2.578414
417989,Arbroath Football Club,Awaiting Inspection,nan,nan,nan,2008-12-23,,
417990,Arbroath High School,Pass,nan,nan,nan,2014-10-03,56.563874,-2.605924
417991,Arbroath Indoor Bowling Club,Pass,nan,nan,nan,2014-10-27,56.564857,-2.599659
417992,Arbroath Indoor Market,Awaiting Inspection,nan,nan,nan,2014-10-29,56.557894,-2.580725
417993,Arbroath Infirmary,Pass,nan,nan,nan,2014-01-28,56.554934,-2.596753
417994,Arbroath Party Time,Pass,nan,nan,nan,2002-04-10,56.564956,-2.580541
417995,Arbroath Seaton Grove Trolley Shop,Awaiting Inspection,nan,nan,nan,,56.564138,-2.573027
417996,Arbroath Town Mission,Pass,nan,nan,nan,2013-08-06,56.564618,-2.587598
417997,Arthur Jacks,Awaiting Inspection,nan,nan,nan,2009-04-24,56.646015,-2.87846
417998,Asda Customer Cafe,Awaiting Inspection,nan,nan,nan,2014-04-29,56.64355,-2.885332
417999,Asda Stores Ltd,Awaiting Inspection,nan,nan,nan,2014-02-19,56.642165,-2.889311
418000,Asda Stores Ltd,Pass,nan,nan,nan,2014-01-30,56.550296,-2.612099
418001,Auchterhouse Primary School,Pass,nan,nan,nan,2011-08-23,56.530154,-3.069956
418002,B Swankie,Pass,nan,nan,nan,2013-08-14,56.556722,-2.587313
418003,Balhousie Glens Care Home,Pass,nan,nan,nan,2014-01-17,,
418004,Balhungie Farm Berries,Awaiting Inspection,nan,nan,nan,2014-08-06,56.496183,-2.794638
418005,Bar Central,Pass,nan,nan,nan,2014-11-17,56.646798,-2.888458
418006,Barry Caravan Park,Pass,nan,nan,nan,2014-08-20,56.491475,-2.78059
418007,Barry Caravan Park shop,Pass,nan,nan,nan,2014-01-08,56.491475,-2.78059
418008,Baynes the Bakers,Pass,nan,nan,nan,2015-01-05,56.481826,-2.818288
418009,Bearehill Care Home,Pass,nan,nan,nan,2014-06-09,56.731146,-2.665751
418010,Bedlam Paintball,Improvement Required,nan,nan,nan,2013-08-08,56.806737,-2.653564
418011,Beechhill House,Pass,nan,nan,nan,2014-10-13,56.639438,-2.881095
418012,Bee-Organic,Pass,nan,nan,nan,2009-04-22,56.498621,-3.059126
418013,Belmont Arms Hotel,Pass,nan,nan,nan,2013-10-28,56.572994,-3.151131
418014,Belmonte Fish and Chips,Pass,nan,nan,nan,2014-03-25,56.500634,-2.725075
418015,Bel's Butcher,Pass,nan,nan,nan,2012-07-17,56.715708,-2.467017
418016,Bel's Butchers,Pass,nan,nan,nan,2014-02-18,56.809045,-2.655471
418017,Benholm Nursing Home,Pass,nan,nan,nan,2014-04-22,56.640202,-2.904836
418018,Berryhill Flapjack Co / Callum Keddie,Awaiting Inspection,nan,nan,nan,,56.485089,-3.116704
418019,Bertram's Quality butcher.,Pass,nan,nan,nan,2014-02-20,56.673391,-3.003172
418020,Bervie Chipper,Pass,nan,nan,nan,2014-11-04,56.722343,-2.746348
418021,Bestway Foodstore,Pass,nan,nan,nan,2013-08-07,56.567155,-2.569509
418022,Besy Bee  Nursery,Pass,nan,nan,nan,2014-11-20,56.490626,-2.835205
418023,Bield Housing Association,Pass,nan,nan,nan,2013-07-18,56.561347,-2.574254
418024,Bield Housing Association Ltd.,Pass,nan,nan,nan,2010-11-10,56.676254,-3.009156
418025,Birkhill Bowling Club.,Pass,nan,nan,nan,2013-06-19,56.495147,-3.060865
418026,Birkhill Inn,Pass,nan,nan,nan,2014-07-23,56.493309,-3.052985
418027,Birkhill Primary School,Pass,nan,nan,nan,2014-02-21,56.498621,-3.059126
418028,Black Horse Inn,Pass,nan,nan,nan,2014-03-26,56.71469,-2.467854
418029,Blackfriars Court,Pass,nan,nan,nan,2014-03-25,56.715201,-2.470458
418030,Blackhaugh Bothy,Pass,nan,nan,nan,2014-01-23,56.847658,-2.841094
418031,Blairdean Guest House,Improvement Required,nan,nan,nan,2014-07-18,56.560856,-2.583228
418032,Borrowfield Playgroup,Pass,nan,nan,nan,2010-08-23,56.72884,-2.47004
418033,Borrowfield Primary School,Pass,nan,nan,nan,2013-12-13,56.728571,-2.472227
418034,Braehill Lodge,Pass,nan,nan,nan,2013-09-10,56.50463,-2.72083
418035,Brankam Tipperwhig (Purgavie Farm),Pass,nan,nan,nan,2014-05-13,56.683741,-3.142902
418036,Brechin Arms,Improvement Required,nan,nan,nan,2014-10-24,56.732176,-2.661356
418037,Brechin Baptist Fellowship,Awaiting Inspection,nan,nan,nan,2014-09-29,56.733275,-2.659022
418038,Brechin Bowling Club,Pass,nan,nan,nan,2014-07-14,56.733863,-2.663331
418039,Brechin Castle Centre,Pass,nan,nan,nan,2014-09-09,56.728484,-2.691068
418040,Brechin Cathedral Lunch Group,Awaiting Inspection,nan,nan,nan,2007-07-11,56.731179,-2.661192
418041,Brechin City Football Club,Pass,nan,nan,nan,2014-09-23,56.7367,-2.65869
418042,Brechin City Hall,Pass,nan,nan,nan,2011-06-22,56.73257,-2.659811
418043,Brechin Golf & Squash Club,Pass,nan,nan,nan,2013-10-01,56.748974,-2.646265
418044,Brechin High School,Pass,nan,nan,nan,2014-11-24,56.736706,-2.671015
418045,Bridgend Bar,Pass,nan,nan,nan,2014-02-20,56.724603,-2.649295
418046,Bridges Coffee Exchange,Pass,nan,nan,nan,2014-04-09,56.673266,-3.003103
418047,Brookfield Residential Home,Pass,nan,nan,nan,2014-04-15,56.503733,-2.711293
418048,Broughty Golf Club,Pass,nan,nan,nan,2013-07-17,56.482244,-2.812111
418049,Bruce Brymer,Pass,nan,nan,nan,2014-09-15,56.731959,-2.661565
418050,Buddies,Awaiting Inspection,nan,nan,nan,,56.673963,-3.005765
418051,Burns Bar,Awaiting Inspection,nan,nan,nan,2007-11-29,56.64534,-2.883744
418052,Burn's Bar,Pass,nan,nan,nan,2014-09-05,56.560932,-2.584303
418053,Busy Bee Nursery,Pass,nan,nan,nan,2014-04-11,56.710359,-2.46566
418054,But 'n Ben Restaurant,Pass,nan,nan,nan,2014-02-12,56.589653,-2.52201
418055,Byzantium Restaurant,Pass,nan,nan,nan,2014-05-16,56.5335731506,-2.7939748764
418056,C G Fleming & Sons,Pass,nan,nan,nan,2014-04-04,56.558293,-2.587532
418057,C G Fleming & Sons Butcher,Pass,nan,nan,nan,2014-03-19,56.560662,-2.578555
418058,Caffe Barista,Pass,nan,nan,nan,2013-10-15,56.55897,-2.581181
418059,Cairnie Chipshop,Pass,nan,nan,nan,2014-03-13,56.563364,-2.592508
418060,Cairnie Lodge Care Home - HC-One,Pass,nan,nan,nan,2014-07-14,56.570809,-2.615132
418061,Calden Services,Pass,nan,nan,nan,2010-11-09,56.566663,-2.607026
418062,Caledonia Golf Club,Pass,nan,nan,nan,2013-06-04,56.715307,-2.453927
418063,Caledonian Bar,Pass,nan,nan,nan,2011-02-21,56.707786,-2.466527
418064,Caledonian Golf Club,Pass,nan,nan,nan,2014-10-08,56.497777,-2.719027
418065,Caledonian Hotel,Pass,nan,nan,nan,2013-12-03,56.730856,-2.654322
418066,Caledonian Railway(Brechin)Ltd,Pass,nan,nan,nan,1994-08-01,56.732093,-2.651385
418067,Callan's Snack Bar,Improvement Required,nan,nan,nan,2013-09-27,56.55297,-2.618096
418068,Cameron,Pass,nan,nan,nan,2014-10-30,56.646064,-2.889305
418069,Candy's,Pass,nan,nan,nan,2013-10-11,56.714736,-2.467446
418070,Canmore Bowling Club,Pass,nan,nan,nan,2014-07-14,56.645357,-2.894266
418071,Card Factory,Awaiting Inspection,nan,nan,nan,,56.712462,-2.467859
418072,"Carlogie Fun Club, Carlogie School",Awaiting Inspection,nan,nan,nan,,56.506684,-2.702623
418073,Carlogie House,Pass,nan,nan,nan,2014-09-29,56.513487,-2.717976
418074,Carlogie Primary School,Pass,nan,nan,nan,2014-10-03,56.506684,-2.702623
418075,Carlton Hotel & Restaurant,Pass and Eat Safe,nan,nan,nan,2014-05-06,56.710116,-2.467993
418076,Carmyllie Playgroup.,Awaiting Inspection,nan,nan,nan,2011-09-06,56.587879,-2.712645
418077,Carmyllie Primary School,Pass,nan,nan,nan,2013-08-23,56.587879,-2.712645
418078,Carnoustie Bowling Club,Pass,nan,nan,nan,2013-08-02,56.504188,-2.708864
418079,Carnoustie Chippie,Pass,nan,nan,nan,2013-09-16,56.50147,-2.707969
418080,Carnoustie Country Larder,Pass,nan,nan,nan,2014-06-25,56.500866,-2.711434
418081,Carnoustie Food Store,Improvement Required,nan,nan,nan,2013-08-12,56.500483,-2.74312
418082,Carnoustie Golf Club,Pass,nan,nan,nan,2014-05-12,56.497777,-2.719027
418083,Carnoustie Golf Hotel,Improvement Required,nan,nan,nan,2014-11-05,56.498841,-2.713605
418084,Carnoustie High School,Pass,nan,nan,nan,2013-12-03,56.506029,-2.722871
418085,Central Bar,Pass,nan,nan,nan,2011-12-21,56.55806,-2.583738
418086,Chalmers,Pass,nan,nan,nan,2003-09-01,56.55178,-2.596914
418087,Chapelbank House,Pass,nan,nan,nan,2013-10-28,56.644796,-2.885737
418088,Chapter and Verse,Pass,nan,nan,nan,2014-10-09,56.64632,-2.888691
418089,Charleston Playgroup,Pass,nan,nan,nan,2013-10-28,56.598432,-3.007943
418090,Charleton Fruit Farm,Pass,nan,nan,nan,2014-04-11,56.739686,-2.454842
418091,Cheeky Monkeys,Improvement Required,nan,nan,nan,2013-09-10,56.709169,-2.466805
418092,Cheers Plus,Pass,nan,nan,nan,2013-12-04,56.563791,-2.58573
418093,Chiang Mai Thai Restaurant,Pass,nan,nan,nan,2014-08-01,56.480511,-2.820127
418094,Chimes Playgroup,Pass,nan,nan,nan,2013-05-22,56.643585,-2.886719
418095,Chinese Vista,Pass,nan,nan,nan,2014-05-27,56.731136,-2.659181
418096,Chips 'n Things,Pass,nan,nan,nan,2014-06-03,56.707786,-2.466527
418097,City Chips,Pass,nan,nan,nan,2014-04-08,56.727319,-2.645174
418098,City Gents,Awaiting Inspection,nan,nan,nan,2008-08-22,56.733136,-2.659755
418099,City Royal Bar,Pass,nan,nan,nan,2013-10-23,56.730765,-2.656298
418100,Cliffburn Hotel Eastern Fusion,Pass,nan,nan,nan,2014-11-26,56.564108,-2.565753
418101,Coast,Pass,nan,nan,nan,2014-05-20,56.559101,-2.583949
418102,Coffee 2 U Ltd,Pass,nan,nan,nan,2011-03-10,56.473727,-2.904296
418103,Coffee House,Pass,nan,nan,nan,2013-07-09,56.561637,-2.583289
418104,Coffee Shop @ Pro Centre,Pass,nan,nan,nan,2014-10-27,56.498841,-2.713605
418105,Colliston Inn,Pass,nan,nan,nan,2011-07-21,56.5607261658,-2.58631706238
418106,Colliston Primary School,Pass,nan,nan,nan,2014-12-10,56.597161,-2.64494
418107,Commercial Hotel,Pass,nan,nan,nan,2014-04-10,56.557975,-3.142003
418108,Commercial Inn,Pass,nan,nan,nan,2012-02-28,56.628735,-2.769078
418109,Condor Families Centre,Pass,nan,nan,nan,2013-09-18,56.565518,-2.604112
418110,Condor Playgroup,Pass,nan,nan,nan,2013-09-06,56.565518,-2.604112
418111,Cone Street Cafe,Improvement Required,nan,nan,nan,2014-08-12,56.55178,-2.596914
418112,Co-Op Farms Canteen,Pass,nan,nan,nan,2013-09-26,56.510116,-2.727645
418113,Co-Operative,Awaiting Inspection,nan,nan,nan,,56.476261,-2.83372
418114,Co-operative Food,Awaiting Inspection,nan,nan,nan,2000-02-17,56.637135,-2.666442
418115,Co-operative Food,Awaiting Inspection,nan,nan,nan,2007-03-16,56.673371,-3.004574
418116,Co-operative Food,Pass,nan,nan,nan,2009-05-05,56.574985,-2.597101
418117,Co-operative Food,Pass,nan,nan,nan,2014-01-28,56.500291,-2.726872
418118,Co-operative Food,Pass,nan,nan,nan,2014-03-10,56.710296,-2.470495
418119,Cooperative Group,Pass,nan,nan,nan,2011-11-09,56.493309,-3.052985
418120,Co-operative Group Food Ltd,Pass,nan,nan,nan,2014-01-29,56.50147,-2.707969
418121,Co-operative Group Food Ltd,Pass,nan,nan,nan,2013-11-06,56.674397,-3.005418
418122,Co-operative Group Food Ltd,Pass,nan,nan,nan,2013-09-12,56.736074,-2.659856
418123,Co-operative Group Food Ltd,Awaiting Inspection,nan,nan,nan,2011-01-26,56.638329,-2.894226
418124,Co-Operavtive Food,Pass,nan,nan,nan,2015-01-12,56.644531,-2.882551
418125,Corner Bar,Pass,nan,nan,nan,2011-02-02,56.564139,-2.591918
418126,Corner Hotel,Pass,nan,nan,nan,2013-09-02,56.500634,-2.725075
418127,Cortachy Primary School,Pass,nan,nan,nan,2009-08-19,56.723587,-2.98503
418128,Costcutter,Awaiting Inspection,nan,nan,nan,2014-04-11,56.628149,-2.76949
418129,Costcutter,Improvement Required,nan,nan,nan,2013-12-05,56.564817,-2.581515
418130,Countdown Family Store,Awaiting Inspection,nan,nan,nan,2011-03-15,56.637647,-2.899215
418131,Coutts Court B & B,Pass,nan,nan,nan,2014-01-28,56.712548,-2.468791
418132,Craigton Coach Inn,Pass,nan,nan,nan,2014-06-03,56.533571,-2.793975
418133,Craws Nest,Pass,nan,nan,nan,2014-08-21,56.500483,-2.74312
418134,Creel Seafoods,Pass,nan,nan,nan,2013-05-14,56.713243,-2.467803
418135,Crown Inn,Pass,nan,nan,nan,2013-10-18,56.481826,-2.818288
418136,Curriemuir Cuisine,Pass,nan,nan,nan,2014-08-12,56.672871,-3.004137
418137,Curry Express,Pass,nan,nan,nan,2013-09-30,56.564817,-2.581515
418138,Curry Yummy,Pass,nan,nan,nan,2014-11-26,56.64604,-2.88893
418139,D & A Kennedy,Pass,nan,nan,nan,2014-02-06,56.644842,-2.888037
418140,D Cargill Fish Merchant,Pass,nan,nan,nan,2014-02-25,56.558202,-2.578387
418141,D H Robertson,Pass,nan,nan,nan,2014-11-11,56.564817,-2.581515
418142,Dalhousie Bar,Awaiting Inspection,nan,nan,nan,2007-07-05,56.73255,-2.66017
418143,Dalhousie Day Care Centre,Pass,nan,nan,nan,2014-12-08,56.730208,-2.658037
418144,Dalhousie Hotel,Pass,nan,nan,nan,2014-07-18,56.501125,-2.710074
418145,Damacre Centre,Awaiting Inspection,nan,nan,nan,2006-10-30,56.731174,-2.65539
418146,Darlings Coffee Shop,Pass and Eat Safe,nan,nan,nan,2014-05-19,56.559425,-2.581937
418147,Dates Catering,Pass,nan,nan,nan,2013-08-21,56.696643,-2.7429
418148,David Lloyd Leisure Ltd,Pass,nan,nan,nan,2014-10-28,56.490626,-2.835205
418149,De Vitos,Pass,nan,nan,nan,2009-10-12,56.558155,-2.586359
