,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
404816,99 Luncheon Club,3,5,10,10,2014-03-27,54.696042,-5.866953
404817,Abbeyfield (Carrickfergus),5,5,5,5,2014-01-28,54.7133,-5.815874
404818,Abbeyfield Society Limited,5,5,5,5,2014-04-24,54.696867,-5.871936
404819,Acorn Integrated Primary School Kitchen,5,0,5,0,2012-02-21,54.726206,-5.794222
404820,Acorn Playgroup,5,5,5,0,2012-09-24,54.726206,-5.794222
404821,African Child Ministries - Stall,3,10,10,10,2013-06-01,,
404822,African Child Ministries Ltd,3,10,10,10,2014-02-11,54.714616,-5.808633
404823,Alfies Coffee Bar,3,5,10,10,2014-03-19,54.715799,-5.805993
404824,"Alphabet Playgroup, Greenisland Community Centre",5,5,5,5,2014-05-21,54.696867,-5.871936
404825,Amphitheatre Cafe Pi,5,5,5,5,2014-06-30,54.719743,-5.804429
404826,Barn Court Children's Home,5,5,5,0,2014-03-25,,
404827,Bentra Golf Course,Exempt,nan,nan,nan,2014-02-03,54.759815,-5.717723
404828,Bentra Grill,5,5,5,5,2013-07-02,54.759815,-5.717723
404829,Big Ying,3,10,10,10,2014-03-06,54.72864,-5.774031
404830,Billal Curry House,3,5,10,10,2014-11-06,54.728155,-5.774492
404831,Bodrum Turkish Kebab,1,10,15,20,2014-12-11,54.715275,-5.807294
404832,Bodyfuel Sports,Exempt,nan,nan,nan,2013-08-27,54.71469,-5.807263
404833,Boots Pharmacy,Exempt,nan,nan,nan,2013-08-21,54.71469,-5.807263
404834,Bumble Bz,5,0,0,5,2014-07-17,54.717194,-5.809099
404835,Cable Service Station,4,10,5,5,2013-06-21,54.747441,-5.716695
404836,Cafe Rose,5,0,5,5,2015-01-15,54.722787,-5.810318
404837,Cafe2u (oez),5,0,0,5,2014-03-21,,
404838,Cafe2u (sez),5,0,0,5,2014-03-21,54.730987,-5.764804
404839,Cafe2u (vez),5,0,0,5,2014-03-21,,
404840,Calwells Chemist,Exempt,nan,nan,nan,2013-07-24,54.753435,-5.712489
404841,Cantonese Noodles,3,5,10,10,2013-05-23,54.753045,-5.708472
404842,Card Factory,Exempt,nan,nan,nan,2013-04-29,54.715799,-5.805993
404843,Carrick Cricket Club,3,nan,nan,nan,2014-03-27,54.736353,-5.824695
404844,Carrick Milestone,4,10,5,5,2013-03-29,54.736353,-5.824695
404845,Carrick Model Primary School Kitchen,5,5,5,0,2013-10-02,54.712133,-5.817411
