,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
390910,12 Sandfield Terrace,5,0,0,5,2014-03-11,,
390911,16 Peppermint Way,5,5,5,5,2012-07-10,53.7844581604,-1.0876994133
390912,3 Dorts Crescent,5,0,5,5,2012-10-16,53.837099,-1.2072
390913,4 1949 Cottages,4,5,5,10,2014-10-22,,
390914,4 Every Occasion Cakes & Cupcakes,5,5,5,0,2012-07-27,53.842649,-1.092272
390915,45 Copperfield Close,5,0,0,0,2013-12-18,,
390916,A Tavola,1,10,10,20,2014-10-08,53.784905,-1.069583
390917,Aagrah Restaurant,4,10,5,0,2013-07-15,53.899975,-1.201004
390918,Abbey  Fisheries,5,5,0,0,2013-04-26,53.783573,-1.071737
390919,Abbey Cafe,4,5,5,10,2014-01-21,53.805142,-1.040481
390920,Abbey Fields Day Care Nursery,5,0,0,0,2013-07-22,53.769881,-1.065515
390921,Abbey Lea Care Home,5,5,5,5,2014-11-21,53.803307,-1.039232
390922,Abbey Place Day Nursery,4,10,5,5,2014-09-02,53.781577,-1.010865
390923,Abbey Vaults,4,10,0,5,2014-04-09,53.782937,-1.068534
390924,Acorn Montessori Nursery,5,5,5,5,2014-07-24,53.725314,-1.020156
390925,Albion Vaults,2,15,0,10,2014-03-17,53.783843,-1.065918
390926,Alcotraz,3,10,5,10,2013-05-30,53.778949,-1.052824
390927,Aldi Stores Ltd,5,0,0,0,2014-03-31,53.769881,-1.065515
390928,Alliance Pharmacy,Exempt,nan,nan,nan,2012-08-31,53.783312,-1.06939
390929,Alpaca Cream Tea's,4,0,5,10,2013-09-04,53.806756,-1.173985
390930,Angel & White Horse,5,5,0,0,2013-07-22,53.884224,-1.260758
390931,Anytime Cakes,5,0,5,5,2013-05-07,53.682303,-1.109939
390932,Appleton Roebuck School,3,10,10,10,2014-05-13,53.874261,-1.157705
390933,Arc Pharmacy,Exempt,nan,nan,nan,2012-03-09,53.785144,-1.07489
390934,Archway Diner,4,0,0,10,2013-08-29,53.905247,-1.364514
390935,Ash Tree Inn,3,10,10,5,2014-02-06,53.817287,-1.258853
390936,Athelstan C P School,5,5,0,0,2015-01-15,53.788744,-1.252146
390937,B&M Homestores,5,5,5,0,2013-03-08,53.769881,-1.065515
390938,Bamforths,5,0,0,5,2013-07-25,53.825421,-1.22752
390939,Barkston Ash R C School,5,5,0,0,2013-04-02,53.819898,-1.258123
390940,Barkston Ash Village Hall,5,5,5,5,2014-11-05,,
390941,Barlby Bridge CP School,5,0,5,0,2014-04-29,53.786338,-1.062023
390942,Barlby C P School,5,5,0,0,2013-10-21,53.797803,-1.044429
390943,Barlby High School,5,5,0,0,2013-10-21,53.781577,-1.010865
390944,Barlby House Day Nursery,5,0,5,5,2014-12-18,53.803307,-1.039232
390945,Barlby Village Store,5,0,5,5,2014-01-06,53.802378,-1.036581
390946,Barlow C E P School,5,0,0,0,2014-02-25,53.751341,-1.026405
390947,Barwick Parade CP School,5,5,0,0,2014-05-13,53.777323,-1.057535
390948,Bay Horse Hotel,3,10,5,10,2014-03-03,53.885832,-1.259132
390949,Bay Horse Inn,3,10,5,10,2014-09-05,53.78536,-1.06807
390950,Bay Horse Inn,3,5,10,10,2014-07-16,,
390951,Bay Horse Inn,4,10,0,5,2012-01-12,53.800193,-1.040943
390952,Beal Village Hall,5,5,5,5,2014-11-05,,
390953,Bean In,5,5,5,0,2014-09-10,53.793389,-1.227775
390954,Belly Busters,1,10,10,20,2014-01-21,,
390955,Best One Convenience Store,3,10,10,5,2014-10-03,53.767668,-1.127297
390956,Betta Butties,2,15,10,10,2013-10-23,53.780128,-1.058701
390957,Big Sizzle,5,0,5,5,2012-07-10,53.700332,-1.125479
390958,Bilbrough Filling Station,4,0,10,10,2014-12-08,53.906809,-1.185424
390959,Black Swan Inn,4,5,10,5,2013-11-14,53.813647,-1.102315
390960,Blacksmiths Arms,3,10,10,5,2013-11-26,53.806756,-1.173985
390961,Blackwood Hall,4,0,10,10,2014-03-27,53.824329,-0.984394
390962,Blue Lagoon Cafe,5,0,0,0,2013-07-29,53.675609,-1.210189
390963,Bodibitz,Exempt,nan,nan,nan,2012-08-31,53.78536,-1.06807
390964,Bon Apetit,5,0,0,5,2013-01-14,53.722373,-1.189749
390965,Boo Boo's Day Nursery,4,5,5,10,2014-09-04,53.783824,-1.06346
390966,Boot & Shoe Inn,2,15,15,10,2014-02-13,53.818406,-1.256661
390967,Bouncing Hogs n Bars,5,0,0,0,2014-06-16,53.824329,-0.984394
390968,Brayton C of E Primary School,4,10,5,0,2014-05-23,53.768766,-1.088904
390969,Brayton Headstart Playgroup,Exempt,nan,nan,nan,2012-03-16,53.774282,-1.083793
390970,Brayton High School,5,5,0,0,2014-03-25,53.774282,-1.083793
390971,Brayton Junior School,5,5,0,0,2014-05-23,53.768766,-1.088904
390972,Brayton News,4,0,0,10,2012-08-13,53.767493,-1.092801
390973,Bridge Street News,3,10,5,10,2014-09-02,53.884224,-1.260758
390974,Bridge View Tearoom,5,5,5,5,2013-08-12,53.784829,-1.065654
390975,Bright Start Nursery,4,5,10,5,2014-06-13,,
