,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
418792,12 Barn Park,Pass,nan,nan,nan,2009-11-13,56.226712,-5.079554
418793,1st Steps Day Nursery,Pass,nan,nan,nan,2011-11-16,56.420968,-5.469858
418794,4 Rowantree Cottages,Awaiting Inspection,nan,nan,nan,2014-06-03,56.309729,-5.588958
418795,40 Pier Road,Pass,nan,nan,nan,2010-04-22,55.62878,-6.188911
418796,6 Crosshill Avenue,Pass,nan,nan,nan,2010-05-28,55.41869,-5.609381
418797,Abbeyfield House,Pass,nan,nan,nan,2014-03-31,55.590414,-5.469107
418798,Abbeyfield Society Helensburgh,Pass,nan,nan,nan,2011-03-15,56.006308,-4.739663
418799,Abbots Brae Hotel,Pass,nan,nan,nan,2014-08-06,55.938143,-4.93566
418800,Achahoish Primary School,Pass,nan,nan,nan,2012-08-23,55.938739,-5.552244
418801,Achaleven Primary School,Exempt,nan,nan,nan,2010-10-08,56.451873,-5.375223
418802,Achamore House,Pass,nan,nan,nan,2009-09-10,55.666925,-5.749889
418803,Akash Restaurant,Pass,nan,nan,nan,2014-07-10,56.004559,-4.733411
418804,Alamein House,Pass,nan,nan,nan,2010-07-29,55.840602,-5.046792
418805,Alan's Snack Bar,Improvement Required,nan,nan,nan,2014-02-03,56.003378,-4.729109
418806,Albany Lodge,Pass,nan,nan,nan,2010-02-08,55.968805,-4.909485
418807,Alexandra Hotel,Pass and Eat Safe,nan,nan,nan,2011-09-09,56.41915,-5.477933
418808,All Stars Bowling Alley,Pass,nan,nan,nan,2014-03-19,56.053017,-4.817265
418809,Allt Na Craig,Pass,nan,nan,nan,2013-01-24,56.006732,-5.451307
418810,Amelias Cafe,Pass,nan,nan,nan,2014-10-30,55.425672,-5.607094
418811,An Roth Community Enterprise Centre,Exempt,nan,nan,nan,2012-05-17,56.46436,-5.696808
418812,An Taigh Osda @ Bruichladdich,Pass,nan,nan,nan,2012-10-03,55.768406,-6.359695
418813,An Tigh Seinsse,Pass,nan,nan,nan,2013-07-10,55.680318,-6.510137
418814,An Tobar Cafe,Pass,nan,nan,nan,2010-05-05,56.623148,-6.066605
418815,Anchor Hotel,Pass,nan,nan,nan,2012-10-30,55.863258,-5.413538
418816,Anselmo's Fish Restaurant,Pass,nan,nan,nan,2014-11-04,55.9473,-4.927816
418817,Appin Primary,Pass and Eat Safe,nan,nan,nan,2011-05-09,56.564196,-5.378147
418818,Ardardan Tearoom,Pass,nan,nan,nan,2014-01-07,55.967603,-4.67136
418819,Ardbeg Bowling Club,Pass,nan,nan,nan,2014-08-27,55.856993,-5.066216
418820,Ardencaple Hotel,Pass,nan,nan,nan,2014-04-07,56.013269,-4.76445
418821,Ardenlee Residential Home,Pass,nan,nan,nan,2014-02-26,55.938143,-4.93566
418822,Ardentinny Outdoor Centre,Pass,nan,nan,nan,2014-12-09,56.045483,-4.910553
418823,Ardfenaig Care Home,Pass and Eat Safe,nan,nan,nan,2014-03-26,56.006732,-5.451307
418824,Ardgartan Hotel,Pass,nan,nan,nan,2014-04-10,56.180518,-4.791231
418825,Ardifuir,Pass,nan,nan,nan,2015-01-13,56.087537,-5.538364
418826,Ardlamont Leisure LLP,Pass,nan,nan,nan,2010-05-11,55.852706,-5.232503
418827,Ardlui Hotel,Pass,nan,nan,nan,2014-12-15,56.304638,-4.720606
418828,Ardlussa House / Isle Of Jura Venison,Pass,nan,nan,nan,2010-08-31,,
418829,Ardmay Ltd Expeditions And Residential Courses,Pass,nan,nan,nan,2014-02-04,56.185416,-4.769666
418830,Ardnahein Care,Improvement Required,nan,nan,nan,2014-11-26,55.9427,-4.936022
418831,Ardrishaig Parish Church,Pass,nan,nan,nan,2009-11-30,56.006732,-5.451307
418832,Ardrishaig Primary School,Pass and Eat Safe,nan,nan,nan,2015-01-19,56.017628,-5.450674
418833,Ardroy Outdoor Education Centre,Pass,nan,nan,nan,2014-03-26,56.15725,-4.912917
418834,Ardshiel Hotel,Pass,nan,nan,nan,2014-03-05,55.421566,-5.600885
418835,Ardtully Hotel,Pass,nan,nan,nan,2010-06-04,55.972653,-4.911394
418836,Argyle House Hotel,Pass,nan,nan,nan,2014-12-10,55.841563,-5.062396
418837,Argyle Lodge Nursing Home And  Argyle House,Pass,nan,nan,nan,2014-03-06,56.006151,-4.735401
418838,Argyll And Bute Hospital,Pass and Eat Safe,nan,nan,nan,2013-07-29,56.04201,-5.418449
418839,Argyll Arms Hotel,Pass,nan,nan,nan,2014-02-11,55.423599,-5.605719
418840,Argyll Arms Hotel,Pass,nan,nan,nan,2014-12-17,56.014855,-5.447923
418841,Argyll Arms Hotel,Pass,nan,nan,nan,2014-08-13,55.316712,-5.637531
