,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
411012,24 Catering,5,5,0,5,2013-04-22,54.783706,-6.573317
411013,A Taste Of Home,5,0,0,5,2013-09-03,,
411014,A Touch Of Class,5,0,0,5,2014-01-20,,
411015,Abasen,3,nan,nan,nan,2014-05-07,54.792817,-6.785542
411016,Alistairs Bakery,1,0,5,20,2014-09-22,54.778077,-6.560724
411017,All Star Catering,4,0,10,5,2013-03-11,,
411018,Al's Pizzeria,4,nan,nan,nan,2014-03-10,54.778077,-6.560724
411019,Altayeskey Primary School,5,0,0,0,2013-06-21,54.752838,-6.882524
411020,Ampertaine School Meals Kitchen,5,5,0,0,2014-06-05,54.885248,-6.627886
411021,An Carn Siopa,5,0,0,0,2014-02-10,54.87443,-6.711319
411022,An Rath Dubh Centre,5,0,0,5,2013-09-27,54.821471,-6.841236
411023,Anahorish School Meals Kitchen,4,10,5,0,2012-12-11,54.76971,-6.504041
411024,Anniscliff House,3,10,10,10,2014-10-09,54.854871,-6.667845
411025,Apparo,5,5,5,5,2013-11-29,54.792817,-6.785542
411026,Ardrath House,4,10,0,10,2013-07-09,54.762399,-6.6162
411027,Ardtara Country House,3,10,5,10,2013-07-03,54.888363,-6.638813
411028,B & M Bargains,5,0,0,0,2013-11-01,54.754999,-6.607816
411029,Ballinascreen Early Years,5,0,0,0,2014-02-12,54.795588,-6.781495
411030,Ballinascreen Fold,5,5,5,5,2014-02-12,54.791827,-6.769341
411031,Ballynease Primary School Meals Kitchen,5,5,0,0,2014-05-20,54.845415,-6.482263
411032,Bamboo Garden,4,5,5,10,2014-02-25,54.755881,-6.611887
411033,Barista,3,10,10,10,2014-08-19,54.75579,-6.60709
411034,Bellaghy Primary School Meals Kitchen,4,10,5,5,2012-10-18,54.810154,-6.516421
411035,Benbradagh Care Home,5,nan,nan,nan,2014-05-06,54.875464,-6.626972
411036,Bigger Ices,5,5,0,0,2012-06-21,,
411037,Boots Stores Ltd,Exempt,nan,nan,nan,2012-05-08,54.754045,-6.612369
411038,Bowies Chip Shop,1,15,10,20,2014-05-13,54.843755,-6.670889
411039,Boyles,5,5,5,5,2012-05-22,54.839771,-6.590874
411040,Boyles Shop,5,5,5,0,2014-06-10,54.833573,-6.606497
411041,Bradley Service Station Limited,4,10,5,5,2014-03-24,54.845508,-6.672622
411042,Bradleys Bar,5,0,0,0,2014-01-21,54.911166,-6.662509
411043,Bradley's Bar,5,5,5,5,2011-11-22,54.777014,-6.680539
411044,Bradley's Centra Ltd (Van),AwaitingInspection,nan,nan,nan,,54.845508,-6.672622
411045,Brendan Higgins,5,0,0,0,2013-09-06,,
411046,Brooke Lodge Guesthouse,5,0,5,5,2013-09-30,54.752693,-6.59401
411047,Brooklands Healthcare,5,nan,nan,nan,2014-09-18,54.762399,-6.6162
411048,Brysons Bar And Restaurant,5,5,5,5,2014-04-15,54.756805,-6.608639
411049,Building Blocks Day Nursery,5,0,0,5,2013-11-21,54.7581,-6.473556
411050,Bureato Mexican Food Bar,5,0,0,5,2014-01-23,54.754508,-6.608874
411051,Busy Bee Playgroup,5,5,5,5,2014-05-20,54.845057,-6.666736
411052,Caffe Dolce,5,nan,nan,nan,2013-09-02,54.751719,-6.609311
411053,Candyland,5,5,5,5,2012-08-31,,
411054,Card Factory,Exempt,nan,nan,nan,2013-08-08,54.754045,-6.612369
411055,Cassidy's Bar,5,5,5,5,2012-02-13,54.810154,-6.516421
411056,Castledawson Primary School Meals Kitchen,5,5,0,0,2014-05-29,54.778077,-6.560724
411057,Castlehill Private Nursing Home,5,5,5,0,2014-09-22,54.768356,-6.553176
411058,Centra Magherafelt,5,5,5,5,2014-03-25,54.759381,-6.599836
411059,Charlie's Chippy,4,5,5,10,2013-10-09,54.84689,-6.676624
411060,China Garden,5,5,0,5,2013-09-16,54.811571,-6.706182
411061,Chip N Dip,AwaitingInspection,nan,nan,nan,,,
411062,Church Street Restaurant,4,10,5,5,2014-01-23,54.756444,-6.605358
411063,Churchtown Presbyterian Church Hall,AwaitingInspection,nan,nan,nan,,54.895833,-6.581154
411064,Clady Quality Meats,5,5,5,5,2013-06-21,54.867799,-6.515394
411065,Clanmil Housing,5,0,0,5,2014-03-27,54.757478,-6.60304
411066,Clares Costcutter,5,5,5,5,2014-02-18,54.810812,-6.710763
411067,Clearwater House B And B,5,nan,nan,nan,2012-11-07,54.725626,-6.591843
411068,Cloneen Day Nursery,3,10,10,10,2014-12-16,54.85037,-6.66544
411069,Corner Bar,5,5,0,5,2014-10-21,54.778303,-6.558618
411070,Costa Coffee,3,10,5,10,2014-10-16,54.754045,-6.612369
411071,Cosy Corner Bar,5,0,0,0,2014-06-10,54.833573,-6.606497
411072,Country Bite,1,5,0,20,2013-08-20,,
411073,Country Cafe,1,10,5,20,2014-10-30,54.91415,-6.664343
411074,Country Creche,5,5,0,0,2014-11-21,54.762858,-6.560705
411075,Crawfords Coffee Lounge,4,10,0,5,2013-06-28,54.84415,-6.672511
411076,Creagh Concrete T/a The Elk Bar And Bistro,3,10,5,10,2013-08-08,54.7581,-6.473556
411077,Crooks Bar,4,10,5,5,2011-11-10,54.844123,-6.671624
411078,Crossroads Primary School Meals Kitchen,5,0,5,0,2012-12-10,54.918908,-6.591602
411079,Culnady Primary School Meals Kitchen,5,0,0,0,2013-06-13,54.8646,-6.632309
411080,Curley's Wine Cellars,Exempt,nan,nan,nan,2013-01-18,54.754999,-6.607816
411081,Dayfresh,5,0,0,5,2014-01-17,54.754045,-6.612369
411082,Day-to-day,1,5,0,20,2013-08-12,54.874707,-6.651628
411083,Day-to-day,3,10,5,10,2014-06-17,54.783845,-6.804775
411084,Desertmartin Primary School Meals Kitchen,4,10,0,5,2012-10-11,54.777863,-6.66786
411085,Diamond Bar,4,5,0,10,2013-08-15,54.811571,-6.706182
411086,Diamond Meats,4,5,10,0,2013-12-04,54.793984,-6.781932
411087,Diamond Meats,2,10,15,10,2014-10-22,54.754045,-6.612369
411088,Diamond Service Station,4,0,10,5,2014-02-28,54.793725,-6.782919
411089,Dillys Diner,5,0,0,5,2012-11-22,,
411090,District 45 Restaurant,4,5,5,10,2014-10-17,54.75719,-6.610879
411091,Ditty's Bakery And Coffee Shop,5,5,5,5,2014-05-12,54.755587,-6.60893
411092,Ditty's Castledawson Ltd ( Cafe),4,5,5,10,2014-03-19,54.778077,-6.560724
411093,Dolan Heaney,5,0,0,5,2014-11-25,,
411094,Dorman's and Secrets Nightclub,AwaitingInspection,nan,nan,nan,,54.754672,-6.6091
411095,Downeys Bar,4,10,0,10,2013-09-06,54.754508,-6.608874
411096,Draperstown After School Club,5,5,5,5,2014-09-26,54.795588,-6.781495
411097,Draperstown Chinese,4,nan,nan,nan,2014-07-24,54.792817,-6.785542
411098,Due Hamill B&b,5,nan,nan,nan,2012-08-08,54.792523,-6.49998
411099,Dugout,4,10,0,5,2013-09-06,54.845053,-6.674505
411100,"Dunnes Stores, Magherafelt",5,0,0,0,2014-03-26,54.752768,-6.611465
411101,Eotas ( Portrush),4,10,0,10,2013-11-28,54.894542,-6.578332
411102,Erins Own G A C Lavey,5,nan,nan,nan,2013-08-08,54.828422,-6.603018
411103,Eurospar,5,5,5,5,2013-10-15,54.8451,-6.673865
411104,Eurospar,4,5,5,10,2013-09-17,54.79628,-6.783293
411105,First Magherafelt Presbyterian Church,5,0,0,0,2013-08-08,,
411106,First Magherafelt Presbyterian Church Hall,5,5,5,5,2013-11-05,54.753767,-6.605358
411107,Frankies Pizza Shop,4,5,5,10,2014-03-11,54.792836,-6.786615
411108,Freshways,5,5,0,0,2014-02-03,54.755907,-6.607878
411109,Frydays,3,nan,nan,nan,2014-05-06,54.867799,-6.515394
411110,Gaelscoil Na Speirni,5,0,0,0,2014-11-12,54.783845,-6.804775
411111,Gaelscoil Na Tseanchai,4,10,0,0,2013-06-19,54.753767,-6.605358
411112,Gemma's Cakes,4,0,0,10,2012-11-05,,
411113,Glenshane Tourist Services Ltd,5,5,5,0,2013-08-08,54.852076,-6.754086
411114,Golden Chicken,3,5,10,10,2014-01-27,54.756212,-6.611735
411115,Golden City,2,10,15,10,2014-03-26,54.807877,-6.519755
411116,Golden Gate,3,5,10,10,2014-11-13,54.75579,-6.60709
411117,Golden Hill Restaurant,1,10,10,20,2014-03-14,54.872565,-6.483704
411118,Golden House,2,10,15,10,2014-10-16,54.792817,-6.785542
411119,Gracelands,3,10,5,10,2013-10-07,54.719578,-6.529649
411120,Graham And Son Ltd,4,5,10,5,2013-12-10,54.808497,-6.518317
411121,Gran Fries,5,5,5,5,2014-03-21,54.909203,-6.664554
411122,Gran Tots Playgroup,5,0,5,5,2013-02-08,54.909203,-6.664554
411123,Granaghan Resource Centre Wednesday Club,5,0,5,5,2013-10-30,54.909203,-6.664554
411124,Grapevine Off-Licence,Exempt,nan,nan,nan,2014-01-21,54.845508,-6.672622
411125,Great Beef And Co,4,5,10,5,2014-12-17,54.778303,-6.558618
411126,Greenfield Retail Ltd (t/a Church Street Service Station),3,10,5,10,2014-03-24,54.842521,-6.668097
411127,Greenlough Bar,5,0,0,5,2014-01-31,54.874504,-6.53632
411128,Greenlough Community Playgroup,2,15,0,0,2014-12-16,54.867799,-6.515394
411129,Hamilton's Pub,5,5,5,5,2012-02-21,54.808497,-6.518317
411130,Happy Days Nursery,5,0,0,5,2013-08-06,54.764275,-6.605897
411131,Happy Garden,4,10,0,10,2014-03-27,54.778303,-6.558618
411132,Hawthorn Inn,5,5,5,5,2014-05-15,54.878232,-6.501658
411133,Hide-out Lounge,5,5,5,5,2012-04-11,54.844123,-6.671624
411134,Highfield Service Station,5,5,0,5,2014-03-28,54.750879,-6.613626
411135,Hillside Filling Station,5,0,0,5,2013-12-10,54.810154,-6.516421
411136,Hl's Kitchen,4,0,0,10,2012-10-25,,
411137,Holland And Barrett,5,0,0,5,2012-09-18,54.752768,-6.611465
411138,Hollybank Respite Unit,5,5,0,5,2014-07-07,54.756805,-6.608639
411139,Hospital Shop,5,5,0,5,2013-09-18,54.762399,-6.6162
411140,Hot Drinks Stall,5,0,0,5,2012-12-04,,
411141,Hotel Bar Castledawson,5,5,5,5,2012-02-13,54.778303,-6.558618
411142,Hunger Bitez,4,5,5,10,2014-02-25,54.754508,-6.608874
411143,Hutton Meats,4,10,5,5,2013-01-09,54.754492,-6.606653
411144,Iceland Frozen Foods PLC,5,0,5,0,2013-07-09,54.752768,-6.611465
411145,Imperial Palace,3,nan,nan,nan,2014-08-13,54.754602,-6.609212
411146,Indian Nights Inn,5,0,0,5,2014-07-08,,
411147,J B Tyres,4,10,0,0,2013-08-08,54.805164,-6.697568
411148,J C Stewart,5,5,5,5,2014-03-04,54.756805,-6.608639
411149,James Armstrong,5,5,5,5,2012-02-14,54.875851,-6.664225
411150,James Overend And Son,4,nan,nan,nan,2014-05-08,54.808497,-6.518317
411151,Jaunty's Diner,5,5,0,5,2013-06-06,54.756212,-6.611735
411152,Jill's Cakes,5,5,5,5,2014-01-17,54.719751,-6.719848
411153,Junes Supershop,4,0,0,10,2012-10-03,54.878928,-6.640284
411154,Karolina Shop,3,nan,nan,nan,2012-12-17,54.755881,-6.611887
411155,Kathryn Homes (magherafelt Manor Care Home),5,nan,nan,nan,2014-02-06,54.755541,-6.594082
411156,Kearney's Bar,4,10,0,5,2013-09-20,54.8451,-6.673865
411157,Kellys Vivoxtra Castledawson,5,5,5,5,2014-08-18,54.777901,-6.563373
411158,Kentucky Fried Chicken,4,10,0,5,2014-01-09,54.769528,-6.579348
411159,Kiddies Castle Early Years,5,0,0,0,2014-11-18,54.777572,-6.554525
411160,Kidd-z-Play,5,0,0,5,2013-08-19,54.755881,-6.611887
411161,Kidd-z-play (after Schools),5,0,0,0,2012-02-21,54.752846,-6.606477
411162,Killygullib Poultry Club,5,0,0,5,2014-03-08,54.909084,-6.591945
411163,Kilronan School Meals Kitchen,5,0,0,0,2014-03-13,54.748714,-6.599552
411164,Kilross School Meals Kitchen,5,5,0,5,2014-06-05,54.797302,-6.735652
411165,Knockloughrim Primary School,5,5,0,5,2013-02-28,54.809995,-6.601336
411166,Knocknagin Primary School Meals Kitchen,5,5,0,5,2014-06-05,54.777014,-6.680539
411167,La Bodega,Exempt,nan,nan,nan,2014-10-21,54.778303,-6.558618
411168,Laughterland,5,5,0,0,2014-02-13,54.76106,-6.504236
411169,Laurel Villa Townhouse,5,5,0,5,2013-08-05,54.756689,-6.605568
411170,Lavey Early Years,5,0,0,5,2014-02-24,54.839771,-6.590874
411171,Lidl,5,5,0,5,2013-09-11,54.759381,-6.599836
411172,Limetree Catering,5,5,5,5,2014-01-28,,
411173,Linenhall Centre,5,0,0,5,2014-06-18,54.878928,-6.640284
411174,Little Amps Early Years Pre-school,5,5,0,0,2013-12-16,54.885248,-6.627886
411175,Little Rainbows Early Years,5,5,0,5,2014-05-20,54.846555,-6.710588
411176,Little Wombles Playgroup,5,0,5,5,2013-09-29,54.793984,-6.781932
411177,Love Olive Market Crew,5,0,5,5,2014-01-13,,
411178,Lucky Dip,1,15,15,20,2014-10-08,54.754602,-6.609212
411179,Lucky Dragon,4,5,10,5,2013-07-04,54.843974,-6.674416
411180,M Regan And Sons,5,5,5,5,2012-12-06,54.792836,-6.786615
411181,Ma Gilmours,5,5,5,5,2012-11-07,54.7581,-6.473556
411182,Mace,5,5,5,5,2013-06-14,54.903513,-6.668344
411183,Mack's Snacks,1,5,5,20,2014-12-19,,
411184,Mac's Fish And Burger Bar,4,10,5,5,2014-03-31,54.754602,-6.609212
411185,Maghera Day Centre,5,5,0,5,2014-03-25,54.845508,-6.672622
411186,Maghera Kebabs House,1,15,10,20,2014-03-20,54.845508,-6.672622
411187,Maghera Primary School Kitchen,3,5,10,10,2014-05-20,54.845057,-6.666736
411188,Magherafelt Adult Centre,4,0,0,10,2014-10-13,54.762399,-6.6162
411189,Magherafelt Baptist Church,1,5,0,20,2013-09-20,54.752321,-6.603792
411190,Magherafelt Campus Kitchen,5,0,5,5,2014-03-26,54.752392,-6.610794
411191,Magherafelt Day Centre,5,5,0,5,2014-06-02,54.762399,-6.6162
411192,Magherafelt Discount Store Ltd,5,0,0,5,2013-09-20,54.755437,-6.609991
411193,Magherafelt High School Meals Kitchen,5,0,0,5,2013-03-05,54.750893,-6.612477
411194,Magherafelt Nursery School,4,10,0,0,2013-06-18,54.759381,-6.599836
411195,Magherafelt Parish Centre,5,5,5,5,2013-08-20,54.755933,-6.605407
411196,Magherafelt Primary School,5,5,0,0,2013-06-18,54.759381,-6.599836
411197,Magherafelt Women's Group Ltd - Kidz Lodge After Schools,5,5,0,0,2014-10-02,54.752768,-6.611465
411198,Magherafelt Women's Group Ltd - Kidz Lodge Day Care,5,0,5,5,2014-07-10,54.752768,-6.611465
411199,Mal's Bar And Restaurant,5,5,5,5,2014-07-10,54.766261,-6.507058
411200,Mango Catering And Events,5,0,0,5,2014-09-09,,
411201,Margaret Selfridge,5,0,0,5,2014-01-28,54.871841,-6.65568
411202,Market Tavern,5,5,5,5,2014-07-01,54.755881,-6.611887
