,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
77923,1 Stop Sandwich Shop,AwaitingInspection,nan,nan,nan,,53.497311,-0.668893
77924,A  B Handford High Class Butchers,5,5,5,5,2015-01-07,53.265743,-0.489706
77925,A H Hardwick & Son,5,5,5,5,2014-08-18,53.409668,-0.691805
77926,A J Codd Ltd,5,0,0,5,2013-10-31,,
77927,A57 Cafe,5,0,0,5,2013-07-15,53.261687,-0.617031
77928,Acis Group Dwelling,AwaitingInspection,nan,nan,nan,,53.390931,-0.365409
77929,Acis Group Dwelling,5,5,5,5,2014-01-13,53.400611,-0.763002
77930,Acis Group Dwelling,Exempt,nan,nan,nan,2014-01-07,53.383722,-0.332982
77931,Acis Group Dwelling,Exempt,nan,nan,nan,2014-01-07,53.494537,-0.31379
77932,Acis Group Dwelling,Exempt,nan,nan,nan,2015-01-22,53.384398,-0.34085
77933,Acis Group Dwelling,5,5,5,5,2015-01-16,53.270145,-0.664233
77934,Acis Group Dwelling,AwaitingInspection,nan,nan,nan,,53.304778,-0.484232
77935,Acis Group Dwelling,Exempt,nan,nan,nan,2014-01-10,53.209856,-0.322488
77936,Addison Family Butchers,5,5,5,5,2014-09-02,53.306325,-0.47088
77937,Advocate Arms,4,10,5,5,2013-10-17,53.387366,-0.336464
77938,Aimi's Sunnyside hens,Exempt,nan,nan,nan,2012-11-22,53.275198,-0.405987
77939,Aldi Stores Ltd,5,0,0,5,2013-08-12,53.387427,-0.770285
77940,Alina,2,10,15,10,2014-01-29,53.395644,-0.772996
77941,All Saints Parish Church Cafe,1,10,5,20,2014-08-27,53.401741,-0.775844
77942,All Saints School,Exempt,nan,nan,nan,2013-02-22,53.530164,-0.363688
77943,Alliance-Boots Dispensing Chemist,Exempt,nan,nan,nan,2014-08-19,53.497281,-0.315234
77944,Allison's Domestic Services,5,5,5,5,2014-06-04,,
77945,Allsorts Children's Entertainers,5,5,5,5,2014-05-07,53.399033,-0.770447
77946,ALS Group,5,0,0,5,2013-07-10,53.211353,-0.321516
77947,American Pie,5,5,0,5,2014-10-23,,
77948,Anchor Housing Association,Exempt,nan,nan,nan,2014-01-07,53.243617,-0.455162
77949,Angies,2,5,15,10,2013-07-19,53.408423,-0.778767
77950,Appletree Community Services,5,0,5,5,2014-05-15,53.305512,-0.732
77951,Athlone Event Catering,5,5,0,0,2012-04-26,53.386677,-0.33025
77952,B & M,5,0,5,5,2015-01-22,53.399764,-0.775976
77953,B M R and G Foster,Exempt,nan,nan,nan,2014-01-28,53.466936,-0.726577
77954,Bankside News,1,10,15,20,2014-09-16,53.381914,-0.765693
77955,Bap Mobile,AwaitingInspection,nan,nan,nan,,,
77956,Bardney Butchers,AwaitingInspection,nan,nan,nan,,53.210344,-0.325239
77957,Bardney C of E/Methodist Primary School,Exempt,nan,nan,nan,2012-02-23,53.213196,-0.30822
77958,Bardney Food Store,5,5,5,5,2013-02-15,53.211253,-0.323391
77959,Bardney Heritage Centre,4,5,5,10,2014-11-07,53.20783,-0.333168
77960,Bardney News,Exempt,nan,nan,nan,2013-02-15,53.210554,-0.322281
77961,Bardney Pharmacy,Exempt,nan,nan,nan,2013-12-02,53.210359,-0.326272
77962,Bardney Play Group,Exempt,nan,nan,nan,2014-11-07,53.213246,-0.307274
77963,Bardney Spice,3,10,10,10,2012-02-27,53.211353,-0.321516
77964,Bardney Village Hall,Exempt,nan,nan,nan,2014-01-30,53.210554,-0.322281
77965,Bardney Youth Club,Exempt,nan,nan,nan,2013-03-01,53.212153,-0.31774
77966,Barnes,4,5,5,10,2014-12-16,53.400361,-0.775403
77967,Batty's Traditional Fish and Chips,5,5,5,5,2014-02-26,53.399918,-0.776949
77968,Beckett Arms,5,5,5,0,2011-02-15,53.408639,-0.693025
77969,Beckside Newsagents,5,5,0,5,2014-10-07,53.264571,-0.49441
77970,Beckside Playgroup,Exempt,nan,nan,nan,2013-03-01,53.265958,-0.491783
77971,Beechwood Guest House,5,0,0,5,2014-02-17,53.385616,-0.328909
77972,Beijing Kitchen,4,5,5,10,2012-11-07,53.389708,-0.773588
77973,Bells Newsagents,1,15,15,20,2014-08-27,53.400213,-0.775873
77974,Benjamin Adlard County Primary School,Exempt,nan,nan,nan,2012-02-22,53.389976,-0.769099
77975,Best Pizza Kebab,4,5,5,10,2014-11-25,53.400361,-0.775403
77976,Bigby Village Hall,Exempt,nan,nan,nan,2012-02-23,53.551371,-0.402359
77977,Bishop Norton Village Hall,Exempt,nan,nan,nan,2013-03-13,53.419522,-0.520167
77978,Black Bull,5,5,5,5,2012-09-26,53.304399,-0.484771
77979,Black Horse Inn,5,5,0,0,2011-01-17,53.444185,-0.716492
77980,Blenheim Care Centre,5,5,0,0,2014-08-15,53.400621,-0.575183
77981,Blue Sea,4,5,5,10,2014-02-04,53.396359,-0.772615
77982,Blue Sky,1,10,15,20,2014-09-02,53.236061,-0.458926
77983,Blues club,3,10,5,10,2011-02-15,53.402463,-0.775312
77984,Blyton Court Nursing Home,5,0,0,5,2014-11-26,53.446977,-0.711242
77985,Blyton Cum Laughton Primary School,Exempt,nan,nan,nan,2014-02-06,53.46508,-0.720291
77986,Blyton Ice Cream Ltd,5,5,5,5,2014-04-30,53.444013,-0.713922
77987,Blyton Memorial Hall,Exempt,nan,nan,nan,2013-03-13,53.443368,-0.716637
77988,Blyton Organics,Exempt,nan,nan,nan,2010-06-02,53.443368,-0.716637
77989,Blyton Park Driving Centre,4,0,10,10,2013-08-07,53.450912,-0.68456
77990,Blyton Ponds,4,0,5,10,2011-03-09,53.440088,-0.705098
77991,Blyton Primary School,Exempt,nan,nan,nan,2013-02-26,53.444185,-0.716492
77992,Bobbins Bakes and Cakes,5,0,0,0,2014-03-24,,
77993,Boots,Exempt,nan,nan,nan,2013-01-24,53.399436,-0.776437
77994,Boots The Chemist Ltd,Exempt,nan,nan,nan,2014-08-19,53.387366,-0.336464
77995,Bowser Brothers,5,0,5,5,2012-06-20,53.286923,-0.407486
77996,Boyes,Exempt,nan,nan,nan,2012-12-19,53.397815,-0.774303
77997,"Brattleby, Scampton & Aisthorpe Village Hall",Exempt,nan,nan,nan,2012-02-22,53.310123,-0.580374
77998,Bridge House Bed and Breakfast,4,0,5,10,2012-02-21,53.392114,-0.775008
77999,Bridleway Bed and Breakfast,AwaitingInspection,nan,nan,nan,,53.28262,-0.539811
78000,Brocklesby Park County Primary School,Exempt,nan,nan,nan,2012-02-21,53.565645,-0.279146
78001,Brown Cow,4,5,5,10,2013-08-19,53.263976,-0.505736
78002,BSA Social Club,Exempt,nan,nan,nan,2014-12-17,53.310123,-0.580374
78003,Burnt Bridge Farm Luxury Foods and Gifts,5,0,0,5,2013-10-15,,
78004,Burton Estate Social Club,Exempt,nan,nan,nan,2014-12-17,53.259964,-0.564045
78005,Burton Hathow Preparatory School,Exempt,nan,nan,nan,2014-10-01,53.261687,-0.617031
78006,Buslingthorpe Manor Guest House,3,5,10,10,2013-07-16,53.348289,-0.36315
