,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
311766,1471 Ltd,3,5,10,10,2014-02-03,51.9922851,-2.15779111
311767,3rd Tewkesbury Scout Group Executive Committee,5,0,5,5,2012-03-15,51.995803,-2.154338
311768,5 North Street,4,10,5,5,2014-08-22,51.9540214539,-1.96437430382
311769,Abbey Fryer Fish & Chip Shop,3,10,10,10,2013-11-05,51.992438,-2.156584
311770,Abbey Garage,4,10,5,5,2014-11-20,51.8980484009,-2.0784599781
311771,Abbey Hotel,4,10,5,5,2013-03-28,51.991571,-2.15961
311772,Abbey Tea Rooms,5,5,5,5,2014-09-25,51.9910263,-2.16115481
311773,Abbeyfield Tewkesbury Society,4,5,5,10,2010-04-26,51.99103604,-2.16112639
311774,Abbots House,4,5,5,10,2013-08-02,51.953319,-1.964229
311775,Ageas Insurance Staff Restaurant,5,nan,nan,nan,2014-01-29,51.848717,-2.177424
311776,Albion Inn,4,10,5,5,2012-02-07,51.995587,-2.154673
311777,Alderman Knight,5,5,5,5,2013-07-01,51.99633,-2.127497
311778,Alderman Knight,5,5,0,0,2015-01-27,51.99633,-2.127497
311779,Alderton Village Hall,5,5,5,5,2005-10-05,51.998113,-1.998324
311780,Alderton Village Store,5,5,5,5,2012-01-19,51.997649,-1.999282
311781,Aldi,5,5,5,5,2014-08-28,,
311782,Aldi Stores Limited,5,5,5,5,2012-08-10,51.98479,-2.16113
311783,Alstone Fields Farm,5,5,5,5,2010-10-20,52.001429,-2.033718
311784,Amy Daisy Cupcakes,4,5,5,10,2012-08-06,,
311785,Angelic Designs,5,5,5,5,2013-05-17,,
311786,Antony Vaks,4,5,5,10,2013-04-05,,
311787,Apperley Cricket Club,4,5,5,10,2011-06-17,51.947762,-2.2038
311788,Apperley House,4,5,10,5,2013-12-18,51.983203,-2.157469
311789,Apperley Village Hall,5,5,5,5,2014-06-03,51.956189,-2.191775
311790,Apperley Village Hall - Open Door Lunch Club,5,5,5,5,2012-09-20,51.956189,-2.191775
311791,Ashchurch View,5,0,0,0,2014-04-30,,
311792,Ashchurch Village Hall,5,5,5,5,2008-06-04,51.9959335327,-2.13575434685
311793,Ashleworth C Of E Primary School,5,0,5,0,2013-01-17,51.928658,-2.274233
311794,Ashleworth Memorial Hall,5,5,5,5,2010-09-28,,
311795,Ashleworth Post Office,4,5,5,10,2013-07-30,,
311796,Ashleworth Post Office,4,5,10,5,2013-07-30,51.930953,-2.273171
311797,ASJ Catering,2,10,15,10,2014-08-25,51.845865,-2.160023
311798,Averys Alfresco (Menry Avery),3,5,10,10,2013-05-16,,
311799,Avon Sailing Club,3,10,10,10,2013-10-25,,
311800,Badgeworth Court Care Centre,5,5,0,0,2014-08-05,51.871475,-2.142553
311801,Badhams Chemist,Exempt,nan,nan,nan,2009-10-22,51.947066,-2.07784
311802,Baked By Mrs B,5,5,5,5,2013-09-30,,
311803,Barton House Guest House,5,5,5,5,2012-08-20,51.993126,-2.1528
311804,Barton Street News,3,10,10,5,2012-02-02,51.992674,-2.154983
311805,Bat & Ball Inn,3,10,10,10,2015-01-08,51.876826,-2.168776
311806,Beautiful Bakes,5,5,5,5,2011-01-07,,
311807,Bengrove Farm,5,5,5,5,2011-08-03,51.9933891296,-2.04129934311
311808,Berkeley Arms,1,10,15,20,2014-11-27,51.992203,-2.157545
311809,Best Breakfast Van,4,5,10,5,2013-07-17,,
311810,Best Takeaway,2,15,10,10,2014-06-05,51.992184,-2.158316
311811,Beth's Bakes,5,5,5,5,2013-10-31,,
311812,Bishops Ckeeve Bowling Club,5,5,5,5,2013-03-19,,
311813,Bishops Cleeve Post Office,Exempt,nan,nan,nan,2010-07-28,51.947277,-2.059341
311814,Bishops Cleeve Village Hall Management Committee,4,10,5,5,2009-01-09,51.937593,-2.065718
311815,Blair House - Bed And Breakfast,4,10,5,5,2010-06-30,51.957079,-1.967995
311816,Blockbuster,5,5,0,0,2011-10-25,51.995154,-2.156186
311817,Blooms Cheltenham Restaurant,5,5,5,5,2013-10-17,51.929326,-2.06813
311818,Boddington Estates Ltd,Exempt,nan,nan,nan,2014-09-23,51.926779,-2.155832
311819,Bombay Bugatti,1,15,15,20,2014-08-12,51.971953,-1.988627
311820,Bookworm,5,5,5,5,2014-03-13,51.992886,-2.157387
