,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
166647,4 Seasons World Buffet,AwaitingInspection,nan,nan,nan,,54.890939,-2.931672
166648,A Chung Fish & Chips,5,5,5,5,2014-09-26,54.892392,-2.901209
166649,Adriano's Italian Restaurant,5,5,0,5,2014-07-18,54.897747,-2.935743
166650,Adventure World,4,5,5,10,2015-01-08,54.887287,-2.933443
166651,Alexandros Greek Dlicatessesn,5,0,0,5,2014-06-18,54.893018,-2.930145
166652,Alexandros Greek Restaurant,5,5,0,0,2014-06-18,54.893018,-2.930145
166653,Ali's Takeaway,3,10,10,10,2014-03-17,54.892166,-2.945109
166654,AMF Bowling,5,5,0,0,2013-08-16,54.883008,-2.93124
166655,Amigo,5,0,0,0,2012-06-15,54.895753,-2.955312
166656,Anazao Tearoom Gallery,4,5,5,10,2013-09-05,54.891471,-2.929221
166657,Angels in Aprons,4,0,0,10,2012-04-27,,
166658,Angus Hotel/Almonds Bistro,5,0,0,0,2012-10-03,54.90491,-2.936939
166659,Applegarth Nursing Home,5,0,5,5,2013-10-04,54.895343,-2.966155
166660,Appos Diner MC Catering,AwaitingInspection,nan,nan,nan,,54.862768,-2.969302
166661,Asda Store,5,5,0,0,2013-07-11,54.928674,-2.954985
166662,Asda Supermarket,5,0,5,0,2013-08-27,54.886392,-2.923523
166663,Ashleigh Guest House,3,5,10,10,2013-02-10,54.895613,-2.930455
166664,Attic Carlisle Ltd,5,5,5,5,2014-01-14,54.893191,-2.932254
166665,Austin Friars Canteen,5,0,5,5,2015-01-19,54.907034,-2.950308
166666,Autograph Food Services,5,5,5,5,2013-02-25,54.875374,-2.956046
166667,"Avenance, Elior UK",5,5,0,5,2014-03-14,54.895493,-2.898628
166668,Aztec Soft Play Centre,5,5,5,5,2014-05-21,54.888301,-2.931175
166669,B&M Retail Ltd,AwaitingInspection,nan,nan,nan,,54.886392,-2.923523
166670,Bailey Mill,3,10,10,10,2012-08-03,55.100988,-2.754442
166671,Bamboo Garden,4,5,5,10,2014-08-27,54.895214,-2.964328
166672,Bannatyne's Fitness Limited,5,0,0,0,2014-03-18,54.914089,-2.941114
166673,Baps n Wraps,5,5,5,5,2013-11-04,54.885585,-2.941962
166674,Bar Baguette,3,5,10,10,2013-09-03,54.891734,-2.902629
166675,Bar Solo,5,5,5,5,2013-12-19,54.891783,-2.931816
166676,Barchester Healthcare,5,5,0,0,2015-01-20,54.894671,-2.971581
166677,Bargain Booze,4,10,5,5,2013-09-25,54.890821,-2.920164
166678,Bargain Booze,4,0,5,10,2013-02-15,54.881344,-2.901571
166679,Bari Restaurant,3,10,10,10,2014-02-04,54.896493,-2.93757
166680,Barn Close Residential Home,5,0,0,0,2013-11-07,54.905361,-2.933222
166681,Base Express,5,0,0,5,2013-06-19,54.89196,-2.932195
166682,Beech House holidays,AwaitingInspection,nan,nan,nan,,54.797087,-2.955332
166683,Belle Vue Extras Out Of School Club,5,5,5,5,2013-03-26,54.894021,-2.976492
166684,Belle Vue Primary School Kitchen - Orian Solutions Ltd,5,5,5,5,2014-05-16,54.894021,-2.976492
166685,Bell's Fishmongers Ltd,5,0,0,0,2014-11-13,54.921681,-2.955131
166686,Bell's Fishmongers Ltd (Mobile Van),5,0,0,5,2015-01-20,54.921681,-2.955131
166687,Bells Of Lazonby,5,0,0,5,2013-10-25,54.893018,-2.930145
166688,Bells Off Licence & Newsagent,4,5,5,10,2014-01-16,54.88876,-2.965654
166689,Belted,4,5,5,10,2014-10-16,,
166690,Berti's Fish And Chips,5,5,5,5,2014-09-25,54.941797,-2.736316
166691,Betty's Bites,4,5,5,10,2013-09-03,54.890073,-2.933429
166692,Bewcastle School Kitchen - Orian Solutions Ltd,5,5,5,5,2014-05-14,55.088367,-2.752152
166693,BigFella's!,5,5,0,5,2013-04-09,54.876207,-2.896375
166694,Bijou Brasserie,5,5,5,5,2013-07-31,54.895779,-2.938068
166695,Bishop Harvey Goodwin school,5,0,0,5,2014-09-25,54.881156,-2.926599
166696,Bite Cafe,5,0,0,5,2013-09-04,54.948408,-2.705024
166697,Blackwell Bites,5,5,5,5,2014-08-08,54.881653,-2.928621
166698,Blackwell Vale Nursing Home,5,5,0,0,2014-09-24,54.869715,-2.931416
166699,Blue Bell Inn,5,5,5,5,2014-05-19,54.841759,-2.98356
166700,Blue Rare Restaurant,5,5,5,5,2014-07-11,54.867269,-2.892204
166701,Bobbin Coffee Shop,5,0,5,5,2014-01-09,54.892096,-2.94492
166702,Bobby's Fish & Chips,4,5,5,10,2014-01-29,54.882578,-2.927489
166703,Bob's Diner,5,5,0,0,2014-01-21,54.97517,-2.525486
166704,Bocata,5,0,0,5,2013-07-03,54.892516,-2.933502
166705,Bon Appetit,5,0,0,5,2014-02-04,54.895235,-2.936449
166706,Border Cod,5,5,5,5,2014-03-11,55.007625,-2.971558
166707,Border Gate/Premier Inn,5,5,5,0,2014-02-18,54.859467,-2.878852
166708,Border Hogg Roast,5,5,5,5,2014-09-18,55.009066,-2.971171
166709,Borderway Cafe,4,5,10,0,2014-12-08,54.893481,-2.892393
166710,Botanica,5,5,5,5,2014-03-11,54.891162,-2.930804
166711,Bowling Green (Residents Restaurant),5,5,5,5,2013-03-13,54.895232,-2.933237
166712,Brackenhill Catering,5,5,5,5,2013-11-25,,
166713,Brambles Bistro,5,5,0,5,2014-02-26,54.943023,-2.734153
166714,Brampton & Beyond Community Trust,5,5,5,5,2013-06-03,54.944248,-2.735268
166715,Brampton Community Centre Children's Area,3,5,10,10,2012-07-23,54.944248,-2.735268
166716,Brampton Co-op,5,5,5,5,2014-05-27,54.943023,-2.734153
166717,Brampton Golf Club,5,0,5,5,2013-01-24,54.927774,-2.71749
166718,Brampton Memorial Hospital,5,0,5,5,2013-10-01,54.939971,-2.726121
166719,Brampton Nursery School,4,10,5,5,2014-03-12,54.943023,-2.734153
166720,Brampton Primary School,5,5,5,5,2014-12-04,54.944403,-2.734802
166721,Brampton Rooster,5,5,5,5,2014-03-13,54.943023,-2.734153
166722,Brampton Tandoori,4,5,5,10,2013-11-27,54.941882,-2.735646
166723,Brasserie 23,3,5,10,10,2014-02-19,54.942008,-2.734072
166724,Bridge End Inn,5,5,5,0,2014-05-08,54.829428,-2.981501
166725,British Home Stores Restaurant,5,5,5,0,2013-06-21,54.894194,-2.935053
166726,Britton's Ice Cream (Mobile Van),5,0,0,5,2014-11-19,54.994345,-3.060567
166727,Broad Street Fryer,3,10,10,10,2014-09-23,54.893614,-2.923922
166728,Brook Street Primary School,5,5,5,5,2013-11-20,54.888697,-2.922921
166729,Bryces Chippy,5,0,0,5,2012-08-17,54.912556,-2.985864
166730,Burgh By Sands School Canteen,5,5,0,0,2013-07-12,54.921297,-3.050641
166731,Burnside Court,5,0,0,0,2013-09-03,54.906812,-2.940742
166732,Butty-Licious,5,0,0,0,2014-08-12,54.904169,-2.937389
166733,C&D Canteens,5,5,5,5,2013-08-29,55.011282,-2.977229
166734,Cafe Stobart,5,5,5,5,2014-10-31,54.941321,-2.807036
166735,Cafe Stobart,5,0,0,0,2013-12-13,54.932584,-2.9594
166736,Cafe Zest,5,5,0,0,2013-12-17,54.893689,-2.936491
166737,Caffe Nero,5,5,5,5,2014-02-25,54.893689,-2.936491
166738,Caffeine Rush,5,5,5,5,2012-12-14,54.890946,-2.933169
166739,Cake Time,3,5,10,10,2013-07-12,54.891471,-2.929221
166740,Caldew Lea Primary School - Orian Solutions Ltd,5,5,5,5,2014-12-10,54.892639,-2.951325
166741,Caldew School Kitchen,5,0,0,0,2014-05-02,54.845637,-2.980742
166742,Caledonian,5,5,5,5,2014-10-13,54.891783,-2.931816
166743,Campbell Childminding,AwaitingInspection,nan,nan,nan,,,
166744,Carleton Clinic,5,0,0,0,2014-02-20,54.874933,-2.883755
166745,Carleton Day Centre,5,0,0,5,2014-05-08,54.867269,-2.892204
166746,Carlisle & District Railway Sports & Athletic Club,4,5,5,10,2013-12-04,54.876522,-2.916658
166747,Carlisle Baptist Church,5,0,0,5,2013-03-14,54.893258,-2.926955
166748,Carlisle College,5,5,5,5,2014-09-24,54.895892,-2.929198
166749,Carlisle Dementia Centre Parkfield,4,5,10,5,2014-07-14,54.879627,-2.911352
166750,Carlisle Golf Club,5,5,0,5,2013-11-27,54.897568,-2.869141
166751,Carlisle Grill,5,0,5,5,2013-11-19,54.890293,-2.929256
166752,Carlisle Mencap,AwaitingInspection,nan,nan,nan,,54.935476,-2.963059
166753,Carlisle Racecourse,5,0,0,0,2014-11-10,54.858297,-2.928474
166754,Carlisle Rugby Union Football Club Ltd,5,5,5,5,2013-11-26,54.894963,-2.917857
166755,Carlisle Rural Sure Start Children's Centre,4,5,5,10,2013-01-30,55.009777,-2.967591
166756,Carlisle Tandoori,3,10,10,10,2014-01-21,54.89094,-2.931672
166757,Carlisle West Childrens Centre,5,5,5,5,2013-01-16,54.890837,-2.966718
166758,Carlisle West Childrens Centre,5,5,5,5,2013-01-16,54.885837,-2.963667
166759,Carlisle Youth Zone,4,0,10,5,2013-09-20,54.895136,-2.91995
166760,Carrock Meats,5,0,0,5,2013-11-13,54.841841,-2.984574
166761,Carrock Meats,5,0,0,5,2014-10-09,54.905498,-2.937545
166762,Casa Romana,5,5,5,5,2014-09-19,54.892685,-2.931416
166763,Caspian Express,5,5,5,5,2013-06-24,54.904169,-2.937389
166764,Caspian Hut,3,10,10,10,2014-03-25,54.888296,-2.926014
166765,Castle Carrock School Canteen,5,5,5,5,2014-06-16,54.89121,-2.714111
166766,Castlegate Coffee House,5,0,0,5,2013-12-04,54.895327,-2.93957
166767,Castletown House,5,0,0,5,2014-08-21,54.94946,-3.019118
166768,Catering Academy,5,5,5,5,2013-12-03,54.881479,-2.971466
166769,Catering Academy Ltd,5,0,5,0,2014-02-25,54.895838,-2.923334
166770,Catering Cor,5,0,0,0,2014-06-25,54.919465,-2.94085
166771,Celebration Gifts (inc The Great Cumberland Sausage Sizzle),5,5,0,0,2013-12-02,,
166772,Celebrations /Cafe Bar Royale,5,0,5,0,2014-07-16,54.893588,-2.934384
