,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
64657,& Cakes,5,0,0,0,2011-10-14,,
64658,A E Taylor & Sons,5,5,5,5,2014-06-23,52.94166,-0.800654
64659,Ab Kettleby School,5,5,5,0,2013-11-20,52.800527,-0.92832
64660,Age UK,5,5,0,5,2014-12-04,52.765772,-0.888253
64661,Age UK,5,0,0,0,2014-02-24,52.766717,-0.885501
64662,All England Sports Club - M.Mowbray Cricket Club,4,5,5,10,2013-09-02,,
64663,All Things Nice Cafe,4,5,10,5,2014-10-22,52.765718,-0.888239
64664,Amberley Gardens B&B,4,5,5,10,2011-10-05,52.763809,-0.952163
64665,Amici,5,5,5,5,2014-07-31,52.765772,-0.888253
64666,Andy's Fish Bar,5,5,0,5,2014-01-29,52.752936,-0.888505
64667,Andy's Fish Bar,5,5,5,5,2013-11-13,52.771826,-0.899334
64668,Anne Of Cleves,3,10,10,10,2014-07-22,52.763739,-0.885237
64669,Apurba,3,5,10,10,2013-03-06,52.76416,-0.887997
64670,Asfordby Hill Primary School,5,5,0,0,2013-05-22,52.765868,-0.929082
64671,Asfordby Parish Hall,Exempt,nan,nan,nan,2013-05-10,52.76457,-0.948692
64672,Asfordby Road Stores,5,5,5,5,2015-01-14,52.766333,-0.900303
64673,Ashby Folville Village Hall,Exempt,nan,nan,nan,2014-10-20,52.700984,-0.953801
64674,B&Q,Exempt,nan,nan,nan,2013-03-19,52.756326,-0.907934
64675,Bangers And Sash,3,nan,nan,nan,2014-10-22,52.767948,-0.882609
64676,Bates General Store,3,10,10,5,2013-11-20,52.683081,-0.923253
64677,Beata Hanks,4,5,5,10,2012-06-18,,
64678,Beautifully Gluten Free,5,0,0,0,2013-01-31,,
64679,Belgian Heaven Chocolate Co,5,0,0,0,2014-07-10,52.764997,-0.886123
64680,Belinda's Chocolates,5,5,5,5,2014-08-04,,
64681,Bellini Ltd,5,5,5,5,2013-10-02,52.765712,-0.885764
64682,Belvoir B&B At Woodside Farm,5,5,5,5,2012-11-15,52.894781,-0.8161
64683,Belvoir Brewery - The Sample Cellar,2,15,10,10,2013-11-07,52.810756,-0.983423
64684,Belvoir Cricket Club,Exempt,nan,nan,nan,2011-11-28,52.872087,-0.777658
64685,Belvoir High School,3,10,5,10,2014-06-12,52.937198,-0.807488
64686,Belvoir Tea Room,4,0,5,10,2014-06-23,52.894748,-0.782669
64687,Belvoir's Baps & Bangers (Belvoir Catering Ltd),4,10,5,5,2015-01-07,52.764797,-0.877355
64688,Birch Wood Special School,5,5,0,5,2014-12-03,,
64689,Bishop's Bespoke Catering,5,5,5,5,2015-01-23,,
64690,Black Goat Farm,4,5,5,10,2011-02-09,,
64691,Boots Co Plc,5,5,0,0,2011-11-17,52.764595,-0.887393
64692,Bottesford Bowls Club,Exempt,nan,nan,nan,2014-10-08,52.938229,-0.80362
64693,Bottesford Cricket Club,Exempt,nan,nan,nan,2013-01-21,52.938229,-0.80362
64694,Bottesford Primary School,5,5,0,0,2015-01-20,52.939147,-0.80544
64695,Bottesford Youth Club,Exempt,nan,nan,nan,2013-11-28,52.94166,-0.800654
64696,Bouverie Lodge Quality Foods,5,5,5,5,2014-02-14,52.817408,-0.960505
64697,Bowler Roasters,5,5,0,5,2013-06-10,52.722765,-0.898971
64698,Boyes,Exempt,nan,nan,nan,2012-01-20,52.766187,-0.889398
64699,BP Egerton Connect,5,0,0,5,2015-01-22,52.762973,-0.894682
64700,Branbury Farm,5,5,5,5,2011-11-02,52.708086,-0.979638
64701,Brewsters Grocers,5,5,5,5,2012-08-06,52.764736,-0.884218
64702,British Heart Foundation,Exempt,nan,nan,nan,2012-10-05,52.764404,-0.886213
64703,Broadoak Grange Residential Home,5,5,0,5,2014-02-19,52.751809,-0.884296
64704,Broadoak Lodge,5,5,5,5,2014-10-14,52.755118,-0.88433
64705,Brobot Petroleum,5,5,5,5,2011-01-17,52.769549,-0.872222
64706,Brockleby's,3,10,10,10,2014-01-22,52.764512,-0.918355
64707,Brooksby Melton College  - Melton Campus,5,0,5,5,2015-01-28,52.766406,-0.891719
64708,Brooksby Melton College - Brooksby Campus,4,5,5,10,2014-11-04,52.738096,-1.006294
64709,Broughton Bakery,5,5,0,5,2014-05-09,52.823723,-0.971292
64710,Brownlow Primary School,5,5,0,5,2012-12-13,52.768441,-0.876742
64711,Browsers,5,5,5,5,2015-02-09,52.764836,-0.884393
64712,Brunts Farmhouse Day Nursery,5,5,0,5,2013-10-03,52.840103,-0.92071
64713,Bryn Barn,5,5,5,5,2013-05-16,,
64714,Buckminster Barn,Exempt,nan,nan,nan,2012-11-26,,
64715,Buckminster Primary School,5,0,0,0,2013-12-19,52.792699,-0.690189
64716,Buckminster Stores,5,5,5,5,2014-06-12,52.796491,-0.695771
64717,Burton Lazars Community Hall,Exempt,nan,nan,nan,2013-07-17,52.7442,-0.863989
64718,Caffe Italia,5,5,5,5,2013-07-03,52.763915,-0.886744
64719,Caffe Nero,5,5,0,0,2012-06-13,52.764404,-0.886213
64720,Canton Wok,4,5,5,10,2014-03-31,,
64721,Captains Close School,5,5,0,0,2013-11-13,52.765691,-0.957661
64722,Card Factory,Exempt,nan,nan,nan,2012-04-12,52.764595,-0.887393
64723,Castle Inn,5,5,0,5,2012-03-19,52.854027,-0.819422
64724,Catherine Dalley House,5,5,0,5,2014-04-25,52.772171,-0.887111
64725,Catherine Gilchrist Catering,5,0,0,0,2013-04-30,52.798773,-0.857836
64726,Cat's Whiskers (Mars Petcare UK),5,5,5,5,2013-10-24,,
64727,Chalkboard Cafe And Deli,5,5,5,5,2014-07-10,52.764906,-0.885133
64728,Chantry Cottage Bed & Breakfast,5,0,0,0,2014-03-19,52.934041,-0.769351
64729,Charlotte's Tasty Treats,5,0,0,5,2013-09-27,,
64730,Cheeky Sprinkles,5,5,0,0,2012-05-11,52.764394,-0.884168
64731,Cherizena Coffee Beans,Exempt,nan,nan,nan,2014-10-02,52.800868,-0.948425
64732,Cherry Tree,3,10,5,10,2014-01-21,52.756209,-0.897238
64733,China Town,4,10,5,5,2013-10-02,52.767033,-0.88954
64734,Church Farmhouse Cakes,5,5,0,5,2012-03-27,52.854246,-0.760649
64735,Coco,4,0,0,10,2014-10-02,52.764997,-0.886123
64736,Colleen's Cakes,5,0,0,5,2014-10-20,,
64737,Community Hall,Exempt,nan,nan,nan,2014-03-26,52.750754,-1.00848
64738,Cooks Kitchen,5,5,0,0,2015-01-27,,
64739,Co-operative Food,5,5,0,0,2014-10-24,52.764453,-0.951777
64740,Co-operative Food,5,5,0,0,2013-08-02,52.769232,-0.888179
64741,Co-operative Society,5,5,5,5,2013-01-31,52.9421,-0.803201
64742,Costa Coffee,5,5,0,0,2014-04-08,52.764861,-0.887016
64743,Craven Street Stores,5,5,5,5,2013-01-21,52.757021,-0.883111
64744,"Creative Cuisine, By Christina",5,5,5,5,2015-01-30,,
64745,Crem Pat,5,5,0,5,2013-01-29,,
64746,Crown And Plough,5,5,5,5,2014-03-28,52.840103,-0.92071
64747,Croxton Kerrial  Sports & Social Club,Exempt,nan,nan,nan,2012-01-20,52.859272,-0.785058
64748,Croxton Kerrial CP School,5,5,5,5,2014-07-08,52.853186,-0.762506
64749,Dairy Farm,5,5,5,5,2012-08-17,52.719767,-0.899475
64750,David Cox Butchers,5,5,0,0,2013-05-22,52.87201,-0.85468
64751,DD's Cakes,5,5,0,0,2012-07-03,,
64752,Dee's Snack Bar (T/At Beler Way),5,5,5,5,2014-07-24,52.749841,-0.888154
64753,Derek Jones Family Butchers,5,5,5,5,2015-01-19,52.764996,-0.886123
64754,Dickinson & Morris,5,5,5,5,2015-01-27,,
64755,Dickinson & Morris - The Sausage Shop,5,0,5,0,2014-07-23,52.765826,-0.887288
64756,Dickinson & Morris - Ye Olde Pork Pie Shoppe,5,5,5,0,2014-11-03,52.765826,-0.887288
64757,Dim Sum,2,15,15,10,2014-11-18,52.764736,-0.884218
64758,Dolce Vita,3,10,10,5,2014-04-15,52.764997,-0.886123
64759,Domino's Pizza,5,0,0,0,2013-11-07,52.764394,-0.884168
64760,Don't Be Latte,5,5,5,5,2014-09-25,52.762617,-0.884524
64761,Dove Cottage Day Hospice,5,5,5,5,2014-01-21,52.886674,-0.880273
64762,Dove Cottage Tea Room,5,5,5,5,2014-01-21,52.886674,-0.880273
64763,Early Years Nursery,5,5,5,5,2013-09-04,52.766717,-0.885501
64764,Early Years Nursery,5,0,0,0,2014-03-24,52.75462,-0.889692
64765,East Midlands Centre For Neurobehavioural Rehabilitation,5,5,0,0,2014-01-17,52.756698,-0.886972
64766,Eaton Pantry,5,5,0,0,2013-04-24,,
64767,Edinburgh Woollen Mill,Exempt,nan,nan,nan,2013-01-10,52.765772,-0.888253
64768,Edmonthorpe Social Club,Exempt,nan,nan,nan,2014-03-28,52.750046,-0.727027
64769,Egerton Lodge Ltd,5,0,5,0,2014-04-28,52.766187,-0.889398
64770,Egerton Park Cricket Club,Exempt,nan,nan,nan,2014-03-28,52.762973,-0.894682
64771,Elizabeth Stenson,5,5,0,5,2011-10-24,,
64772,Elms Farm B&B,5,5,5,5,2012-11-23,52.840103,-0.92071
64773,Empress Of India,4,10,5,5,2014-10-22,52.764188,-0.948257
64774,Euro Mini Market,5,nan,nan,nan,2014-02-04,52.763739,-0.885237
64775,Eye Kettleby Lakes,5,5,5,5,2013-07-24,,
64776,Fair Game Foods,4,5,0,10,2015-01-27,,
64777,Fairmead Children's And Community Centre,Exempt,nan,nan,nan,2012-05-23,52.774516,-0.89178
64778,Fat Cheeks Food Company,5,5,0,5,2014-05-14,52.87201,-0.85468
64779,Fat Mo's Cakes And Bakes,5,5,0,5,2013-07-17,,
64780,Fern Mae's Traditional Sweet Shop,5,5,0,0,2012-05-08,,
64781,Fish & Chip Bar,4,10,5,5,2014-06-12,52.9421,-0.803201
64782,Flying Childers,5,5,0,0,2013-09-04,52.750891,-0.941065
64783,Fox & Hounds,5,5,5,5,2013-10-22,52.671061,-0.818428
64784,Framland Residential Home,2,10,15,10,2014-08-14,52.78003,-0.885413
64785,Francesca's Fresh Foods,5,5,0,0,2013-09-13,,
64786,Frisby After School Club,5,0,0,0,2014-02-10,52.751401,-0.971426
64787,Frisby News,5,5,5,5,2014-10-30,52.752607,-0.971575
64788,Frisby Pre-School,5,5,5,5,2013-09-06,52.753234,-0.971338
64789,Frisby Primary School,5,5,0,5,2013-06-14,52.751401,-0.971426
64790,Frisby Village Hall,Exempt,nan,nan,nan,2014-03-26,52.75295,-0.973804
64791,Gaddesby Primary School,5,5,0,5,2013-03-01,52.707972,-0.978959
64792,Gaddesby School Community Limited Pre-School,5,0,0,0,2013-09-26,52.708086,-0.979638
64793,Gates Nurseries & Garden Centre,5,5,5,0,2014-02-13,52.680526,-0.80486
