,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
43671,1958 Coffee Shop,5,5,5,5,2014-12-22,53.053684,-1.290963
43672,6 Hills Produce,4,0,5,10,2013-01-15,53.07636,-1.30095
43673,A.Cunnington Butchers,5,5,0,0,2014-01-29,53.040254,-1.206901
43674,Abacus,5,0,0,0,2013-01-08,53.118482,-1.249077
43675,Abbey Hill Primary  School,5,0,0,5,2014-10-02,53.100694,-1.23239
43676,Acorn Chemist,Exempt,nan,nan,nan,2013-04-10,53.058819,-1.336537
43677,Acre Kirkby Young Peoples Centre ( Youthclub ),5,0,0,5,2014-05-23,53.098515,-1.245975
43678,Adams House,5,5,5,5,2014-01-07,53.121696,-1.273034
43679,Aerodrome Cafe,4,10,0,5,2014-03-13,53.020839,-1.223626
43680,Age UK Lunch Club,5,0,0,0,2015-02-05,53.100676,-1.243652
43681,Akbars Lounge,5,5,5,5,2013-05-15,53.12881,-1.256176
43682,Alans Family Butchers,5,5,5,0,2014-06-12,,
43683,Albion Catering,5,5,0,5,2013-07-31,53.070858,-1.259324
43684,Aldercar,5,5,5,5,2014-07-24,53.038535,-1.21609
43685,Aldi,5,0,5,5,2013-02-13,53.123587,-1.256146
43686,Aldi,5,0,0,5,2013-04-15,53.032527,-1.206163
43687,Aldi Stores Limited,5,5,0,0,2013-12-13,53.100418,-1.24981
43688,Alexander Chapman,AwaitingInspection,nan,nan,nan,,53.046545,-1.201401
43689,Alice's Cobs,5,0,0,5,2014-02-27,53.128876,-1.298096
43690,Alison Wonderland Cakes,5,0,0,0,2013-05-22,,
43691,Alison's Bakery,5,0,0,0,2014-06-23,,
43692,All Saints  C of E Infant,5,0,0,5,2013-09-18,53.125728,-1.302376
43693,All Saints Centre,5,0,5,0,2014-06-04,,
43694,Amigo's Pizza,AwaitingInspection,nan,nan,nan,,53.129405,-1.25503
43695,Andrews News & Booze,5,5,5,5,2012-08-09,53.124645,-1.261448
43696,Angel Cakes,5,0,0,5,2012-03-08,,
43697,Angies Cafe,5,0,0,5,2014-10-02,53.101363,-1.245597
43698,Annesley Church Hall,5,5,5,5,2013-11-01,53.077918,-1.241259
43699,Annesley House,5,5,0,0,2014-11-06,53.07045,-1.245823
43700,Annesley Lodge,5,5,0,0,2014-09-09,53.047985,-1.215113
43701,Annesley Primary School,5,0,0,0,2013-05-07,53.078888,-1.243914
43702,Annesley Road Fish Bar,5,5,5,5,2013-12-02,53.040791,-1.209263
43703,Annesley Woodhouse Post Office,5,5,0,5,2013-06-20,53.076528,-1.256002
43704,Annesley Woodhouse W.M.C,5,5,0,5,2013-02-21,53.076703,-1.255193
43705,Annie Holgate Infants School,5,5,5,5,2014-12-15,53.031026,-1.214332
43706,Annie Holgate Junior School,5,5,5,0,2013-11-19,53.031026,-1.214332
43707,Anns Superstore2,5,5,5,5,2014-04-25,53.102945,-1.237115
43708,Applegarth Day Nursery,5,5,5,5,2014-04-22,53.048148,-1.203086
43709,Arden News,Exempt,nan,nan,nan,2013-04-05,53.124946,-1.26219
43710,Arunothai,5,0,5,5,2013-06-04,53.02991,-1.207404
43711,Asda,5,5,5,0,2014-08-13,53.127609,-1.262473
43712,Asda Cafe Eurest,5,0,0,5,2014-10-16,53.127609,-1.262473
43713,Ashcroft Care Home,5,5,0,0,2014-11-05,53.123037,-1.265884
43714,Ashfield College,5,0,0,5,2014-07-16,53.124525,-1.274018
43715,Ashfield Comprehensive School,5,5,5,5,2014-07-15,53.110137,-1.270331
43716,Ashfield Day & Community Support Service,5,0,5,0,2015-02-02,53.122327,-1.245887
43717,Ashfield District Council,5,5,5,5,2013-08-07,53.120959,-1.242728
43718,Ashfield District Council  Central Offices Canteen,5,0,0,5,2014-10-01,53.100418,-1.24981
43719,Ashfield Evergreens Recreation Centre,5,0,5,5,2014-03-03,53.099557,-1.250124
43720,"Ashfield fish bar,",5,0,0,5,2014-05-14,53.128245,-1.293174
43721,Ashfield Hog Roast,4,5,5,10,2013-02-19,53.106152,-1.256656
43722,Ashfield Play Care Scheme,5,0,0,5,2013-06-11,53.126098,-1.266669
43723,Ashfield Plaza Day Nursery Ltd,5,0,5,5,2013-07-04,53.110137,-1.270331
43724,Ashfield Stores & Newagents,4,5,0,10,2013-11-13,53.128855,-1.254695
43725,Aspley Court,5,0,0,0,2013-05-21,53.127394,-1.269538
43726,Atlantis Fish Bar,5,0,0,5,2014-01-21,53.035551,-1.204064
43727,Autograph the Food People B&Q Cafe,5,5,5,0,2013-04-18,53.134942,-1.235114
43728,Awesome Cakes,5,0,0,5,2012-06-28,,
43729,B & M Retail Limited,5,5,0,5,2013-02-15,53.125339,-1.263095
43730,B & R Fruit And Veg,5,5,0,5,2013-10-31,53.128678,-1.299594
