,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
47236,12 Sloan Drive,5,5,5,5,2014-01-16,,
47237,1st Chilwell & Attenborough Scout HQ,5,5,5,5,2009-03-10,52.911591,-1.237566
47238,1st Stapleford Scout Group,5,5,5,5,2013-03-27,52.93257,-1.271654
47239,2ND Bramcote Scout Group,3,10,10,10,2014-07-01,52.935935,-1.244652
47240,3 Chefs,3,10,5,10,2014-04-08,53.017452,-1.303885
47241,3rd Chilwell Scout HQ,3,10,5,10,2009-12-16,52.923206,-1.248993
47242,6th Beeston Scout Group,5,0,0,5,2012-03-28,52.924579,-1.215174
47243,84 Church Street,5,5,0,0,2014-02-14,53.0142059326,-1.30805110931
47244,A Little Indulgence,4,5,5,10,2012-08-06,,
47245,Acer Court Care Home,4,10,5,5,2014-11-12,52.986962,-1.209233
47246,Admiral Sir John Borlase Warren,5,5,5,5,2014-03-24,52.927815,-1.277624
47247,Age UK,5,0,5,5,2014-09-25,53.016328,-1.294676
47248,Akbar Balti,5,nan,nan,nan,2014-09-03,52.925939,-1.279559
47249,Albany County Junior School,5,0,5,0,2013-06-13,52.935704,-1.272494
47250,Albany Infant & Nursery School,5,5,5,5,2014-04-25,52.936292,-1.270222
47251,Alder House Care Home,5,0,5,5,2015-01-20,52.986962,-1.209233
47252,Alderman Pounder Infant School,4,10,5,5,2013-09-20,52.919557,-1.246245
47253,Alderman White Comprehensive School,5,0,5,5,2014-10-16,52.926784,-1.240586
47254,Alexandra House Nursing Home,5,5,5,5,2014-09-25,53.014864,-1.293388
47255,Ali's Convenience Stores,3,10,5,10,2013-03-11,52.92421,-1.28054
47256,All Things Pretty,Exempt,nan,nan,nan,2011-04-11,52.925488,-1.280742
47257,Alphabet House Day Nursery,4,5,10,5,2014-01-15,52.924903,-1.218069
47258,Amores,3,10,5,10,2014-02-05,52.923721,-1.210504
47259,Anchor Trust,5,0,0,0,2010-06-16,,
47260,Andy's Fish Bar,5,0,0,5,2011-05-25,52.932303,-1.26474
47261,Angels Delights,5,5,5,5,2013-06-17,,
47262,Angies Stores,5,5,0,0,2013-07-08,52.915051,-1.236033
47263,Anjana Cawdell,5,5,5,5,2010-08-13,,
47264,Anthony Byrne The Newsagent,2,15,0,10,2012-08-02,53.017119,-1.302251
47265,Aras,4,5,0,10,2013-01-30,52.928996,-1.211554
47266,Arun Food And News,1,15,15,20,2014-01-07,52.916812,-1.199014
47267,Ashton Court Residential Home,5,5,0,5,2014-09-05,53.016803,-1.297381
47268,Athertons Off Licence,3,10,10,10,2013-12-10,52.935504,-1.219663
47269,Attenborough Cricket Pavillion,4,0,5,10,2014-07-29,,
