,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
482676,1209 Branch Cwmbran RAFA,4,10,0,10,2012-10-17,51.656415,-3.02837
482677,3C's Cafe,4,10,5,0,2014-08-14,51.774896,-3.093096
482678,5 Star Golden Gate Takeaway,4,10,5,5,2014-07-24,51.660593,-3.025587
482679,A Time For Tea,5,5,0,5,2013-11-29,51.644489,-3.061991
482680,Aahar,5,5,0,5,2014-06-16,51.689763,-3.009827
482681,AB Stores,3,5,10,10,2013-05-13,51.71175,-3.052566
482682,Abergavenny Fine Foods Ltd,5,0,0,0,2015-01-19,51.775301,-3.095889
482683,Abersychan School,5,5,5,5,2014-07-02,51.728578,-3.059038
482684,Abersychan Tandoori,3,10,10,10,2014-05-12,51.723667,-3.059227
482685,Ace of Bakes,5,0,0,5,2013-11-06,51.633336,-2.977493
482686,Age Concern Torfaen,5,5,5,5,2014-08-11,51.679932,-3.026892
482687,Age Concern Torfaen,5,5,0,5,2014-03-31,51.638159,-3.013145
482688,Age Concern Torfaen,5,5,0,5,2014-06-10,51.630527,-2.974702
482689,Age Concern Torfaen,5,5,0,5,2014-05-12,51.711143,-3.061091
482690,Age Concern Torfaen,5,5,0,5,2014-06-12,51.659097,-3.009361
482691,Age Concern Torfaen,5,0,5,5,2014-05-09,51.691061,-3.010579
482692,Age Concern Torfaen,5,5,5,5,2014-06-05,51.730454,-3.058343
482693,Albert Stores,3,5,10,10,2014-01-20,51.732914,-3.073663
482694,"Albie's Big Breakfast (t/a Osborne Road, Pontypool)",3,10,10,5,2014-05-28,51.730454,-3.058343
482695,"Albie's Two (trading opposite Globe PH, Talywain)",3,10,5,10,2015-01-12,51.730454,-3.058343
482696,Albion Road Service Station,4,5,0,10,2013-08-19,51.699037,-3.041404
482697,Aldi Stores Ltd,5,5,0,5,2014-07-23,51.654642,-3.026522
482698,AM PM Vending,3,10,10,10,2014-03-21,51.692917,-3.008059
482699,"Anne's Classic Catering (t/a Travis Perkins, Station Road, Cwmbran)",4,5,10,5,2014-01-23,51.645865,-3.026584
482700,Annie's Sweet Shop,5,5,5,5,2012-11-14,51.702585,-3.041731
482701,Aramark (within Coleg Gwent),5,5,0,5,2013-10-22,51.694582,-3.043804
482702,Arthur Jenkins HFOP,5,5,0,5,2013-10-02,51.774976,-3.07856
482703,Asda Stores Ltd,4,5,5,10,2014-02-27,51.646112,-3.026456
482704,Ashbridge Inn,4,10,0,5,2014-09-01,51.670815,-3.017518
482705,Assessment and Treatment Unit,4,10,5,0,2013-03-20,51.646297,-2.996344
482706,Avenance Cafe (within Tesco),5,5,0,0,2014-04-14,51.69976,-3.03896
482707,Avondale Service Station Ltd,3,10,5,10,2014-08-11,51.660538,-3.017475
482708,B & M,4,0,5,10,2015-01-05,51.65088,-3.022737
482709,Bakestone Bakery,4,0,5,10,2013-05-13,51.690742,-3.016286
482710,Balti King,3,10,10,5,2014-11-12,51.661537,-3.02558
482711,BBQ Pizza World,3,10,10,5,2015-01-06,51.63653,-3.019582
482712,Beijing House,4,5,5,10,2013-10-03,51.690836,-3.007463
482713,Belle Vue Childrens Nursery,5,0,0,5,2015-02-05,51.64506,-3.02515
482714,Bernies Ice Cream,4,5,5,10,2013-03-06,51.747173,-3.058908
482715,Best Western Parkway Hotel,4,5,10,5,2014-06-30,51.631983,-3.017183
482716,Betty's Tea Break Cafe,2,15,10,10,2013-11-07,51.702204,-3.041129
482717,"Big Pit Restaurant, Cafe and Gift Shop",5,0,0,5,2014-01-23,51.771913,-3.106285
482718,Bill King Baker,5,0,0,0,2014-06-26,51.689292,-3.018612
482719,Blaenavon Blues AFC,5,0,0,5,2012-08-21,51.776769,-3.087923
482720,Blaenavon Constitutional Club,4,10,0,10,2014-03-25,51.772548,-3.084401
482721,Blaenavon Heritage VC School,5,0,0,0,2014-11-07,51.773686,-3.078022
482722,Blaenavon Kebab and Pizza,4,5,5,10,2014-09-25,51.772344,-3.085092
482723,Blaenavon Motor Co Ltd,2,15,0,10,2013-04-17,51.777847,-3.085065
482724,Blaenavon Post Office (Shop),3,10,5,10,2014-03-19,51.772192,-3.085944
482725,Blaenavon RFC,5,5,5,5,2014-09-04,51.776479,-3.081379
482726,Blaenavon Workmens Hall,5,5,5,5,2012-01-30,51.773266,-3.085578
482727,Blenheim Road Community School,5,0,0,5,2014-01-23,51.647294,-3.040969
482728,Blenheim Stores,5,5,5,5,2014-10-30,51.647466,-3.038805
482729,Blinkin Owl,5,5,5,0,2014-10-27,51.638336,-3.043263
482730,Bon Appetit,1,10,10,20,2014-04-29,51.689719,-3.009797
482731,Bonjour Cupcakes,5,0,0,5,2011-09-22,51.638944,-3.037627
482732,Booker Cash & Carry,3,5,10,10,2014-01-14,51.645426,-3.014001
482733,Boots UK,5,0,0,0,2012-08-20,51.652913,-3.020571
482734,Bowlplex,4,5,5,10,2013-12-12,51.654875,-3.019314
482735,Bread of Heaven,1,10,5,20,2014-09-29,51.70248,-3.040397
482736,Breakfast Bar,3,10,10,5,2014-12-13,51.77389,-3.084144
482737,Bron Appetit (within Bron Afon Community Housing),4,5,10,5,2014-07-03,51.631611,-3.009314
482738,Brynteg Nursery,5,5,5,5,2010-09-16,51.724526,-3.059638
