,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
283497,131 The Promenade,4,5,10,5,2013-12-16,51.897851,-2.079375
283498,21 Club,4,10,0,10,2010-04-01,51.89941,-2.075352
283499,321 Kebab Burger Pizza,4,0,0,10,2013-04-18,51.901493,-2.091415
283500,7 Day Catering,5,0,0,5,2012-04-20,51.918574,-2.103998
283501,81 The Prom,5,5,5,5,2014-11-19,51.899138,-2.078127
283502,A And M Catering,3,10,10,10,2014-09-17,,
283503,A Little Joy,4,0,5,10,2013-02-19,,
283504,A Piece Of Cake,4,0,0,10,2012-03-13,,
283505,Abbotts Nursery,5,5,5,5,2014-03-07,51.901331,-2.064454
283506,ABM Catering,4,0,10,10,2014-11-10,51.88367,-2.051804
283507,ABM Catering,4,5,5,10,2014-12-01,51.924114,-2.091389
283508,Ace Bingo Club,3,10,10,10,2014-09-10,51.904575,-2.082206
283509,Adam & Eve,4,0,10,10,2011-03-30,51.906353,-2.084695
283510,Airthrie School,5,5,0,5,2014-11-26,51.897789,-2.090986
283511,Akanishta Kadampa Buddhist Centre,4,10,5,5,2012-10-23,51.904347,-2.057438
283512,Akkshy News,1,5,10,20,2013-06-19,51.906798,-2.077981
283513,Albion House Social Club,4,5,10,5,2014-08-20,51.901811,-2.074571
283514,Albion Stores,5,0,0,5,2012-07-10,51.898874,-2.06852
283515,Alexander House,3,10,10,10,2010-04-29,51.891266,-2.085495
283516,All About The Cake,4,0,0,10,2009-02-12,,
283517,All Amy Cakes,5,0,5,5,2011-05-17,,
283518,All Bar One,5,5,5,5,2013-03-06,51.895764,-2.08203
283519,All Saints Academy - (Edwards + Ward),4,0,0,10,2013-04-23,51.915444,-2.11456
283520,All Saints Playgroup,4,nan,nan,nan,2014-09-15,51.900396,-2.065223
283521,Alliance In Partnership,5,0,5,0,2015-01-23,51.908628,-2.070105
283522,Alliance In Partnership,5,0,5,5,2014-10-10,51.906257,-2.103199
283523,Alliance In Partnership - Lakeside Primary School,5,0,5,5,2014-09-05,51.887804,-2.117585
283524,Alliance In Partnership - The Ridge Academy,4,5,5,10,2014-04-28,51.904583,-2.051537
283525,Ambleside Residential Home,4,5,10,5,2014-06-13,51.890903,-2.100999
283526,Andersons,4,5,5,10,2014-01-21,51.89941,-2.075352
283527,Andrews News,4,0,5,10,2012-03-27,51.90124,-2.093392
283528,Ange Noir,4,0,5,10,2014-09-17,51.900631,-2.077054
283529,Angel Day Nursery,5,5,5,5,2014-10-30,51.892391,-2.069426
283530,Annettes Diner,3,10,10,10,2014-09-16,51.904044,-2.081813
283531,Apna,5,0,5,5,2013-09-25,51.901156,-2.054803
283532,Applebar,5,0,5,5,2014-11-25,51.901731,-2.071955
283533,Apres,5,5,5,5,2013-08-23,51.903311,-2.076448
283534,Arle Stores,3,10,5,10,2013-04-29,51.908803,-2.102028
283535,ASDA,4,5,5,10,2013-09-16,51.891023,-2.125484
283536,Asda Cafe,4,0,10,5,2013-11-12,51.891023,-2.125484
283537,ASK,5,5,5,5,2013-07-22,51.895764,-2.08203
283538,Astell Rest Home,4,10,0,5,2014-08-20,51.899348,-2.086252
283539,Astley House,5,0,5,5,2014-02-25,51.893128,-2.084278
283540,Auntie Annes,5,0,5,5,2014-07-24,51.899401,-2.074887
283541,Avondale Rest Home,5,5,0,5,2014-06-16,51.89686,-2.094792
283542,B And M Retail Ltd,4,5,0,10,2013-11-26,51.914956,-2.098247
283543,B10 Indian,3,10,10,10,2014-05-07,51.891504,-2.079828
283544,Bacon Theatre,4,0,5,10,2012-01-16,51.891566,-2.103325
283545,Badger Towers,4,0,0,10,2011-10-07,51.898466,-2.057838
283546,Badgerwood Adventures,5,0,0,5,2014-10-22,,
283547,Bafford Cakes,5,0,0,5,2015-01-06,,
283548,Bafford House,4,0,10,10,2014-03-03,51.88062,-2.056405
283549,Balcarras Catering,5,5,5,5,2014-07-15,51.88219,-2.04464
283550,Balti Walla,4,5,5,10,2014-10-15,51.890021,-2.078809
283551,Bank House,5,5,5,0,2014-09-09,51.901172,-2.075616
283552,Bar And Wok,3,10,10,10,2014-01-14,51.902653,-2.078031
283553,Bargain Booze,4,0,0,10,2012-05-10,51.88886,-2.079896
283554,Bargain Booze,Exempt,nan,nan,nan,2012-12-07,51.901156,-2.054803
283555,Bath Road Big Fish,5,5,5,5,2014-08-15,51.889553,-2.078663
283556,Bath Road Butchers,3,10,10,10,2014-01-06,51.889553,-2.078663
283557,Baxter Storey,5,5,5,5,2013-09-27,51.887505,-2.088801
283558,Bay Tree Court Care Centre,5,5,5,5,2014-10-27,51.913335,-2.042403
283559,Beaumont House,4,0,10,10,2012-12-10,51.885054,-2.084103
283560,Beckys Cake Boutique,5,0,5,5,2014-10-07,,
283561,Bell Inn,5,5,0,5,2013-11-26,51.895895,-2.074445
283562,Bella Italia,5,5,5,5,2014-09-02,51.900263,-2.076588
283563,Bella Luna,3,10,5,10,2013-10-31,51.8989,-2.070424
