,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
421040,1st Stop 2 Shop,Pass,nan,nan,nan,2011-06-22,56.491579,-2.945356
421041,225 Medical Regiment (V),Pass,nan,nan,nan,2013-02-08,56.474836,-2.948348
421042,7 Day News,Improvement Required,nan,nan,nan,2014-10-20,56.466755,-2.951198
421043,A & R Newsagent,Pass,nan,nan,nan,2010-11-02,56.479294,-2.942274
421044,A Iannetta,Pass,nan,nan,nan,2011-12-16,56.471417,-2.975664
421045,A Little Slice of Heaven,Improvement Required,nan,nan,nan,2014-06-11,56.488569,-3.009249
421046,A Matthew,Pass,nan,nan,nan,2014-11-25,56.476849,-2.977199
421047,A Spink & Sons,Pass,nan,nan,nan,2014-07-17,56.47304,-3.010834
421048,A W Catering,Improvement Required,nan,nan,nan,2014-06-17,,
421049,Aabalree Guest House,Pass,nan,nan,nan,2011-10-27,56.459279,-2.971003
421050,Aauld Steeple Guest House,Pass,nan,nan,nan,2013-09-13,56.458675,-2.972513
421051,Abbey Newsagent,Pass,nan,nan,nan,2012-07-03,56.468099,-2.974848
421052,Aberfoyle Childcare Services,Pass,nan,nan,nan,2013-08-13,56.485267,-2.989757
421053,Aberfoyle Too,Improvement Required,nan,nan,nan,2015-01-12,56.480282,-2.999645
421054,Aberlaw Guest House,Pass,nan,nan,nan,2011-03-08,56.468798,-2.932957
421055,Abertay Guest House,Pass,nan,nan,nan,2012-04-12,56.468495,-2.864438
421056,Adult Resource Centre,Pass,nan,nan,nan,2010-07-08,56.468923,-2.95557
421057,Aerospace Tooling Ltd,Improvement Required,nan,nan,nan,2015-01-07,56.485879,-2.904829
421058,Agacan Restaurant,Pass,nan,nan,nan,2014-01-22,56.456073,-2.990247
421059,Age Concern,Pass,nan,nan,nan,2014-06-12,56.475767,-2.979964
421060,Age Concern Day Centre,Pass,nan,nan,nan,2014-03-21,56.466881,-2.871575
421061,Ahmads Grocers,Pass,nan,nan,nan,2012-02-17,56.487047,-2.918319
421062,Ahmed's Newsagents,Pass,nan,nan,nan,2011-12-19,56.467388,-2.963517
421063,Aitken Wine Warehouse,Exempt,nan,nan,nan,2011-06-09,56.459594,-2.992545
421064,Al Noor Halal Food Store,Improvement Required,nan,nan,nan,2014-01-24,56.460254,-2.994283
421065,Alan E Clark,Improvement Required,nan,nan,nan,2014-06-30,56.472175,-3.010032
421066,Alan E Clark,Improvement Required,nan,nan,nan,2014-09-17,56.459594,-2.992545
421067,Albert Bar,Improvement Required,nan,nan,nan,2012-02-22,56.47304,-3.010834
421068,Albert Bar,Pass,nan,nan,nan,2011-03-01,56.468962,-2.957503
421069,Alberta Guest House,Pass,nan,nan,nan,2011-03-24,56.478597,-2.952371
421070,Alcorn Guest House,Pass,nan,nan,nan,2012-10-30,56.45796,-3.001379
421071,Aldi,Pass,nan,nan,nan,2012-01-11,56.47356,-2.929372
421072,Aldi,Pass,nan,nan,nan,2013-11-05,56.474309,-3.007199
421073,Alex Spink & Son.(Fishmonger),Exempt,nan,nan,nan,2012-12-19,56.487983,-3.006246
421074,Ali & Sons,Improvement Required,nan,nan,nan,2014-09-16,56.466596,-3.002239
421075,Ali's Newsagent,Improvement Required,nan,nan,nan,2013-01-08,56.460069,-2.994992
421076,Alisha,Improvement Required,nan,nan,nan,2014-08-28,56.470012,-3.025119
421077,Alliance Trust,Pass,nan,nan,nan,2010-06-17,56.45839,-2.974469
421078,Alva Square Sheltered Housing,Exempt,nan,nan,nan,2011-06-01,56.468303,-2.976298
421079,Alzheimer Scotland,Exempt,nan,nan,nan,2011-03-04,56.471614,-2.95494
421080,Ambassador,Pass,nan,nan,nan,2012-05-21,56.477832,-2.974497
421081,Anatolia,Improvement Required,nan,nan,nan,2014-11-18,56.457991,-2.974897
421082,Ancrum Arms,Pass,nan,nan,nan,2011-10-07,56.46968,-3.004171
421083,Ancrum Primary School,Pass,nan,nan,nan,2013-08-22,56.469007,-3.007415
421084,Andersons Guest House,Pass,nan,nan,nan,2011-03-25,56.456861,-3.00281
421085,Aneka,Pass,nan,nan,nan,2015-01-09,56.460427,-3.000746
421086,Ann Summers,Exempt,nan,nan,nan,2010-04-02,56.460862,-2.970817
421087,Antalia,Improvement Required,nan,nan,nan,2014-06-25,56.459177,-2.970238
421088,Anton House Ogilvie Centre,Pass,nan,nan,nan,2013-02-13,56.470655,-2.875362
421089,Apex City Quay Hotel,Pass,nan,nan,nan,2014-05-19,56.460805,-2.963107
421090,Arbroath Fish Shop,Improvement Required,nan,nan,nan,2013-11-22,56.471758,-2.957216
421091,Arctic Bar,Improvement Required,nan,nan,nan,2014-06-02,56.461183,-2.969997
421092,Ardler Clubbie,Pass,nan,nan,nan,2012-09-10,56.48755,-3.004204
421093,Ardler Neighbourhood Centre,Pass,nan,nan,nan,2014-11-19,56.488054,-3.014043
421094,Ardler Nursery School,Pass,nan,nan,nan,2013-06-10,56.488054,-3.014043
421095,Ardler Primary School,Pass,nan,nan,nan,2014-12-03,56.488054,-3.014043
421096,Ardmoy Bed & Breakfast,Pass,nan,nan,nan,2010-07-16,56.473896,-2.921605
421097,Argos,Exempt,nan,nan,nan,2010-10-18,56.459963,-2.97313
421098,Ark Nursery,Pass,nan,nan,nan,2014-05-19,56.461031,-2.968744
421099,Arklay Street Mini Market,Improvement Required,nan,nan,nan,2013-01-07,56.474853,-2.96593
421100,Armistead Child Development Centre,Pass,nan,nan,nan,2012-09-25,56.477646,-2.986685
421101,Arnolds Catering,Pass,nan,nan,nan,2013-11-06,56.483724,-3.004022
421102,Aroma,Pass,nan,nan,nan,2014-12-16,56.463654,-2.971131
